OID_,TL_id,TL_Date,TL_Class,TL_Genet,TL_Cx,TL_Cy,TL_Area,TL_SurfA,TL_Perim,TL_Note,Morph_Code,Site,Quadrat,TimePt,Annotator,QC_Check,Shape_Leng,Shape_Area
457,67,5/4/2017,POSP,65,5180.1,3435.1,4.04,0,7.7, ,EM,OCC-GUA-015,24,0,MSL, ,0.090501539,0.00054127
458,68,5/4/2017,POSP,66,5140.9,3522.9,2.12,0,6, ,EM,OCC-GUA-015,24,0,MSL, ,0.069937578,0.000280935
459,71,5/4/2017,PLOB,69,4466.1,3757.6,159.44,0,50.6, ,PL,OCC-GUA-015,24,0,MSL, ,0.59252355,0.02174616
460,62,5/4/2017,PLOB,60,4836.3,3648.8,65.06,0,61.7, ,EM,OCC-GUA-015,24,0,MSL, ,0.721560193,0.00883182
461,72,5/4/2017,PLOB,70,4923.2,3546.9,36.1,0,32.7, ,EM,OCC-GUA-015,24,0,MSL, ,0.38234524,0.00490331
462,63,5/4/2017,PLOB,61,4966,3489,18.59,0,17.8, ,EM,OCC-GUA-015,24,0,MSL, ,0.208424102,0.002521835
463,64,5/4/2017,PLOB,62,4990.1,3438.5,72.31,0,56.7, ,EM,OCC-GUA-015,24,0,MSL, ,0.663201477,0.00982425
464,66,5/4/2017,PLOB,64,5042.2,3374.8,17.5,0,19.1, ,EM,OCC-GUA-015,24,0,MSL, ,0.223241248,0.002371515
465,65,5/4/2017,PLOB,63,4909.7,3443.6,17.43,0,28.3, ,EM,OCC-GUA-015,24,0,MSL, ,0.332027781,0.002350185
466,70,5/4/2017,POSP,68,5027,3770.6,5.13,0,12.5, ,EM,OCC-GUA-015,24,0,MSL, ,0.146672793,0.00068636
467,69,5/4/2017,POSP,67,5087.5,3616.1,5.96,0,11.2, ,EM,OCC-GUA-015,24,0,MSL, ,0.130824012,0.000801825
468,73,5/4/2017,PLOB,71,4704.5,4272.8,158.91,0,49.7, ,PL,OCC-GUA-015,14,0,MSL, ,0.581025782,0.021674755
469,74,5/4/2017,PLOB,72,4593.3,4218.6,97.87,0,47.8, ,MD,OCC-GUA-015,14,0,MSL, ,0.559103208,0.01333078
470,75,5/4/2017,PLOB,73,4473.3,4139.9,21.9,0,20.2, ,MD,OCC-GUA-015,14,0,MSL, ,0.235946419,0.002973765
471,76,5/4/2017,PLOB,74,4637.1,4418.2,15.37,0,15.8, ,EM,OCC-GUA-015,14,0,MSL, ,0.184406118,0.00208359
472,77,5/4/2017,PLOB,75,4598.1,4439.9,7.94,0,11.5, ,EM,OCC-GUA-015,14,0,MSL, ,0.13506289,0.001069795
473,78,5/4/2017,PLOB,76,4576.7,4460.3,10.58,0,18.7, ,EM,OCC-GUA-015,14,0,MSL, ,0.21852701,0.001425125
474,79,5/4/2017,PLOB,77,4506.8,4511,4.45,0,9, ,EM,OCC-GUA-015,14,0,MSL, ,0.105190069,0.000595225
475,80,5/4/2017,PLOB,78,4520.9,4545.5,7.94,0,12.9, ,EM,OCC-GUA-015,14,0,MSL, ,0.151719882,0.001067585
476,81,5/4/2017,PLOB,79,4522.7,4578.8,1.01,0,4, ,EM,OCC-GUA-015,14,0,MSL, ,0.047190391,0.000131355
477,82,5/4/2017,PLOB,80,4196.8,4464.7,17.92,0,17.8, ,MD,OCC-GUA-015,14,0,MSL, ,0.208143576,0.00242836
478,83,5/4/2017,PLOB,81,4226.5,4487.9,6.14,0,10.2, ,EM,OCC-GUA-015,14,0,MSL, ,0.119673895,0.000825925
479,84,5/4/2017,PLOB,82,4114.1,4537.9,25.69,0,20.9, ,MD,OCC-GUA-015,14,0,MSL, ,0.245162677,0.003485175
480,85,5/4/2017,PLOB,83,4075.1,4456.5,120.04,0,50.9, ,MD,OCC-GUA-015,14,0,MSL, ,0.595685314,0.01635701
481,86,5/4/2017,PLOB,84,4207.4,4220.6,15.38,0,18.9, ,EM,OCC-GUA-015,14,0,MSL, ,0.221674332,0.00207936
482,87,5/4/2017,PLOB,85,3421.6,4946,17.07,0,18.2, ,EM,OCC-GUA-015,6,0,MSL, ,0.213189498,0.002310335
483,88,5/4/2017,PLOB,86,3467.4,5097.5,25,0,19.9, ,EM,OCC-GUA-015,6,0,MSL, ,0.232780809,0.00339497
484,89,5/4/2017,PLOB,87,3293.9,5223.4,29.55,0,22.8, ,MD,OCC-GUA-015,6,0,MSL, ,0.266372278,0.004011195
485,90,5/4/2017,PLOB,88,3344.8,5191.6,7.45,0,11.1, ,EM,OCC-GUA-015,6,0,MSL, ,0.130096216,0.001003545
486,91,5/4/2017,POCS,89,3591.2,5346.6,4.21,0,8.9, ,BR,OCC-GUA-015,6,0,MSL, ,0.10372059,0.000563375
487,92,5/4/2017,PLOB,90,3873,5272.4,74.73,0,34.9, ,MD,OCC-GUA-015,6,0,MSL, ,0.407900344,0.01017842
488,93,5/4/2017,PLOB,91,5252.3,6686.7,57.28,0,35.6, ,MD,OCC-GUA-015,3,0,MSL, ,0.417135233,0.00779125
489,94,5/4/2017,POSP,92,5100.9,6707.9,27.06,0,24.2, ,MD,OCC-GUA-015,3,0,MSL, ,0.283064946,0.003672895
490,95,5/4/2017,PLOB,93,5619.1,6758.9,16.47,0,25.3, ,EM,OCC-GUA-015,3,0,MSL, ,0.296571597,0.00222217
491,96,5/4/2017,PLOB,94,6993.1,6909.1,27.84,0,27.6, ,EM,OCC-GUA-015,20,0,MSL, ,0.323122947,0.003774675
492,98,5/4/2017,PLOB,96,8549.3,7003.4,31.63,0,29.4, ,EM,OCC-GUA-015,23,0,MSL, ,0.344237581,0.004291785
493,97,5/4/2017,POCS,95,8724.9,6877.4,18.55,0,23.3, ,BR,OCC-GUA-015,23,0,MSL, ,0.272864911,0.00250869
494,99,5/4/2017,POCS,97,10295.9,7334.3,15.76,0,16.3, ,BR,OCC-GUA-015,19,0,MSL, ,0.190311695,0.002135155
495,100,5/4/2017,POCS,98,10151.7,7353.9,10.25,0,20.6, ,BR,OCC-GUA-015,19,0,MSL, ,0.241008438,0.00137693
496,101,5/4/2017,POSP,99,10250.2,6872.9,4.06,0,8.8, ,EM,OCC-GUA-015,19,0,MSL, ,0.102895477,0.00054363
497,102,5/4/2017,POCS,100,10642.5,8080.5,18.99,0,19.8, ,BR,OCC-GUA-015,0,0,MSL, ,0.231194772,0.002572145
498,103,5/4/2017,PLOB,101,10794,9087.4,23,0,22.6, ,MD,OCC-GUA-015,7,0,MSL, ,0.264578024,0.003118405
499,104,5/4/2017,PLOB,102,4849.9,9677.4,35.58,0,33.8, ,MD,OCC-GUA-015,12,0,MSL, ,0.395722399,0.004826405
500,106,5/4/2017,POCS,103,3443.9,1698.2,5.9,0,10, ,BR,OCC-GUA-015,-99,0,MSL, ,0.116992891,0.000793405
501,107,5/4/2017,POCS,104,8646.6,2378.2,51.49,0,41.5, ,BR,OCC-GUA-015,-99,0,MSL, ,0.48515809,0.006991245
502,108,5/4/2017,POCS,105,9654.4,2458,27.49,0,28.5, ,BR,OCC-GUA-015,-99,0,MSL, ,0.333716211,0.00372379
503,110,5/4/2017,POCS,106,10138.3,2573.3,34.47,0,28.5, ,BR,OCC-GUA-015,-99,0,MSL, ,0.333321014,0.00467763
504,111,5/4/2017,POCS,107,10730.5,4715.8,47.09,0,37.5, ,BR,OCC-GUA-015,-99,0,MSL, ,0.438345939,0.00639544
505,112,5/4/2017,POCS,108,10492.6,3187.1,18.73,0,19.8, ,BR,OCC-GUA-015,-99,0,MSL, ,0.231987609,0.00253708
506,113,5/4/2017,POCS,109,10577.8,3718.4,12.4,0,18.3, ,BR,OCC-GUA-015,-99,0,MSL, ,0.213640918,0.001672285
507,114,5/4/2017,POCS,110,11543.4,5045.1,21.67,0,19.7, ,BR,OCC-GUA-015,22,0,MSL, ,0.230877599,0.002938195
508,115,5/4/2017,POCS,111,12046.8,6637.1,33.91,0,44.2, ,BR,OCC-GUA-015,-99,0,MSL, ,0.517049492,0.004583345
509,116,5/4/2017,POCS,112,12329.4,6791.7,64.14,0,47.4, ,BR,OCC-GUA-015,-99,0,MSL, ,0.55497396,0.00871389
510,117,5/4/2017,POCS,113,12045,6849.3,18.02,0,18.9, ,BR,OCC-GUA-015,-99,0,MSL, ,0.221290613,0.00244099
511,118,5/4/2017,POCS,114,11603.7,6121.5,36.33,0,31.2, ,BR,OCC-GUA-015,-99,0,MSL, ,0.364683656,0.004928295
512,119,5/4/2017,POCS,115,10515.5,6687.3,22.59,0,21.7, ,BR,OCC-GUA-015,-99,0,MSL, ,0.253822763,0.00306198
513,120,5/4/2017,POCS,116,10356.7,6746.9,20.85,0,20.4, ,BR,OCC-GUA-015,-99,0,MSL, ,0.238203716,0.0028262
514,121,5/4/2017,POCS,117,10289.9,6711.8,21.19,0,26.6, ,BR,OCC-GUA-015,-99,0,MSL, ,0.310923574,0.002863075
515,122,5/4/2017,POCS,118,9949.1,7194.2,6.14,0,9.9, ,BR,OCC-GUA-015,19,0,MSL, ,0.115534693,0.00082515
516,123,5/4/2017,POCS,119,9279.3,7763.8,37.99,0,32.7, ,BR,OCC-GUA-015,-99,0,MSL, ,0.383039903,0.00515564
517,124,5/4/2017,POCS,120,10076.8,7510.3,18.55,0,23, ,BR,OCC-GUA-015,-99,0,MSL, ,0.268985726,0.002507535
518,125,5/4/2017,POCS,121,9316.5,7432.6,26.63,0,24.2, ,BR,OCC-GUA-015,-99,0,MSL, ,0.283933501,0.00360961
519,126,5/4/2017,POCS,122,9448.6,5706.7,15.08,0,17.3, ,BR,OCC-GUA-015,-99,0,MSL, ,0.202296209,0.00204026
520,127,5/4/2017,POCS,123,9473.3,5642.2,4.85,0,8.5, ,BR,OCC-GUA-015,-99,0,MSL, ,0.099533927,0.00065096
521,128,5/4/2017,POCS,124,9338.3,5737.2,17.75,0,18, ,BR,OCC-GUA-015,-99,0,MSL, ,0.21049273,0.002406465
522,129,5/4/2017,POCS,125,7560.6,5313.1,15.26,0,17.9, ,BR,OCC-GUA-015,-99,0,MSL, ,0.208872715,0.002064465
523,130,5/4/2017,POCS,126,9194.4,6345.2,33.01,0,32.4, ,BR,OCC-GUA-015,-99,0,MSL, ,0.378819391,0.00447152
524,131,5/4/2017,POCS,127,8294,7075,4.16,0,8.7, ,BR,OCC-GUA-015,-99,0,MSL, ,0.102260188,0.00055574
525,132,5/4/2017,POCS,128,3662.8,6689.8,15.73,0,19.4, ,BR,OCC-GUA-015,-99,0,MSL, ,0.2267569,0.002126025
526,133,5/4/2017,POCS,129,3290.6,7821.4,16.52,0,26.1, ,BR,OCC-GUA-015,-99,0,MSL, ,0.305148243,0.002226895
527,134,5/4/2017,POCS,130,1439.4,5310.6,17.9,0,18.5, ,BR,OCC-GUA-015,-99,0,MSL, ,0.2162578,0.002422985
528,25,1/1/2017,PLOB,25,4825.7,2368.2,1190.73,0,400.2, ,MD,OCC-GUA-025,20,0,CA, ,4.105323576,0.12505273
529,76,1/1/2017,PLOB,66,5487.8,2176.8,44.76,0,38.8, ,MD,OCC-GUA-025,20,0,CA, ,0.398207157,0.00467002
530,77,1/1/2017,PLOB,67,5643.9,2258.5,100.03,0,45.1, ,MD,OCC-GUA-025,20,0,CA, ,0.462379727,0.01048096
531,78,1/1/2017,PLOB,68,5383.7,2407.9,3.51,0,7.8, ,EM,OCC-GUA-025,20,0,CA, ,0.080176181,0.000360615
532,79,1/1/2017,PLOB,69,5339.8,2442.4,2.92,0,8.9, ,EM,OCC-GUA-025,20,0,CA, ,0.091235477,0.000297015
533,81,1/1/2017,PLOB,71,5259.1,2599.4,75.95,0,55.4, ,MD,OCC-GUA-025,20,0,CA, ,0.567954344,0.00793611
534,80,1/1/2017,PLOB,70,5285.2,2529.1,4.66,0,12.8, ,EM,OCC-GUA-025,20,0,CA, ,0.131218084,0.00047732
535,82,1/1/2017,PLOB,72,5107,2009.7,15.76,0,17.7, ,EM,OCC-GUA-025,20,0,CA, ,0.181967553,0.001639075
536,83,1/1/2017,PLOB,73,5181.4,2009.6,8.2,0,11.8, ,EM,OCC-GUA-025,20,0,CA, ,0.120529373,0.00084927
537,84,1/1/2017,PLOB,74,5174,1905.8,2.53,0,6.5, ,EM,OCC-GUA-025,20,0,CA, ,0.066803997,0.000258985
538,85,1/1/2017,PLOB,75,5440.8,2478,79.5,0,55.8, ,MD,OCC-GUA-025,20,0,CA, ,0.573084137,0.00831329
539,26,1/1/2017,PLOB,26,7307,2494.7,121.1,0,50.9, ,MD,OCC-GUA-025,21,0,CA, ,0.521960119,0.01268495
540,28,1/1/2017,PLOB,28,7051.5,2558,13.4,0,17.9, ,EM,OCC-GUA-025,21,0,CA, ,0.18346445,0.001391205
541,27,1/1/2017,PLOB,27,7377.9,2433.9,51.76,0,27.9, ,MD,OCC-GUA-025,21,0,CA, ,0.286330784,0.00542605
542,29,1/1/2017,POSP,29,7024.4,2331.2,28.92,0,35.5, ,MD,OCC-GUA-025,21,0,CA, ,0.363507338,0.00300616
543,30,1/1/2017,POSP,30,6985,2233.5,12.48,0,21.2, ,MD,OCC-GUA-025,21,0,CA, ,0.21699851,0.00129143
544,31,1/1/2017,POSP,31,7040.9,2193.5,1.62,0,5.1, ,EM,OCC-GUA-025,21,0,CA, ,0.052693537,0.00016413
545,32,1/1/2017,POSP,32,7111.4,2282.3,28.15,0,41.8, ,MD,OCC-GUA-025,21,0,CA, ,0.428493262,0.002920895
546,33,1/1/2017,POSP,33,7073.5,2220.1,1.74,0,7.4, ,EM,OCC-GUA-025,21,0,CA, ,0.075641711,0.000174695
547,34,1/1/2017,POSP,34,7111.2,2242.5,0.97,0,5.1, ,EM,OCC-GUA-025,21,0,CA, ,0.052253547,9.5435E-05
548,35,1/1/2017,PLOB,35,6860.8,2291.3,23.69,0,42.9, ,EM,OCC-GUA-025,21,0,CA, ,0.439895871,0.00245859
549,38,1/1/2017,PLOB,38,6840.4,2364.9,66.28,0,78.4, ,EM,OCC-GUA-025,21,0,CA, ,0.804206839,0.006947395
550,39,1/1/2017,PLOB,39,6722,2215.1,4.61,0,9.6, ,EM,OCC-GUA-025,21,0,CA, ,0.098148394,0.00047555
551,40,1/1/2017,PLOB,39,6756.7,2226.4,6.09,0,12.8, ,EM,OCC-GUA-025,21,0,CA, ,0.13175518,0.00062801
552,41,1/1/2017,PLOB,39,6786.9,2161.1,11.91,0,30.7, ,EM,OCC-GUA-025,21,0,CA, ,0.315469783,0.001233755
553,42,1/1/2017,PLOB,39,6825,2195.6,0.39,0,2.5, ,EM,OCC-GUA-025,21,0,CA, ,0.025471894,3.741E-05
554,43,1/1/2017,PLOB,39,6820.7,2145.1,0.67,0,3, ,EM,OCC-GUA-025,21,0,CA, ,0.030643475,6.582E-05
555,44,1/1/2017,PLOB,39,6841.2,2114.1,1.04,0,4.3, ,EM,OCC-GUA-025,21,0,CA, ,0.044749873,0.00010359
556,45,1/1/2017,PLOB,39,6846.3,2136.6,3.51,0,9.5, ,EM,OCC-GUA-025,21,0,CA, ,0.097154913,0.00035936
557,46,1/1/2017,PLOB,39,6848.5,2081.3,3.44,0,8.7, ,EM,OCC-GUA-025,21,0,CA, ,0.08923546,0.000351925
558,47,1/1/2017,PLOB,40,7063.2,2163.6,2.95,0,8.9, ,EM,OCC-GUA-025,21,0,CA, ,0.091534086,0.000301575
559,48,1/1/2017,PLOB,41,7247.5,2175.3,1.71,0,5.1, ,EM,OCC-GUA-025,21,0,CA, ,0.052477468,0.00017352
560,49,1/1/2017,PLOB,42,7135.4,2094.8,53.38,0,57.8, ,MD,OCC-GUA-025,21,0,CA, ,0.593066882,0.00555773
561,50,1/1/2017,PLOB,43,7120.4,1996.8,17.82,0,22, ,EM,OCC-GUA-025,21,0,CA, ,0.225674102,0.0018517
562,51,1/1/2017,PLOB,44,7255.2,2052.1,59.3,0,48.8, ,PL,OCC-GUA-025,21,0,CA, ,0.501069118,0.006189805
563,52,1/1/2017,PLOB,45,7190,1954.8,18.37,0,28.8, ,EM,OCC-GUA-025,21,0,CA, ,0.29529156,0.001904255
564,53,1/1/2017,PLOB,46,7165.2,1871.4,84.97,0,53.3, ,MD,OCC-GUA-025,21,0,CA, ,0.547188637,0.00889121
565,54,1/1/2017,PLOB,47,6958.5,1983.5,120.47,0,84.8, ,MD,OCC-GUA-025,21,0,CA, ,0.869921147,0.01258686
566,55,1/1/2017,PLOB,47,7016.2,1896.1,95.07,0,68.5, ,MD,OCC-GUA-025,21,0,CA, ,0.702280453,0.00993818
567,56,1/1/2017,PLOB,48,7488,2186,8.38,0,13.1, ,EM,OCC-GUA-025,21,0,CA, ,0.133883204,0.00086902
568,57,1/1/2017,PLOB,49,7207,1778.4,166.32,0,77.4, ,MD,OCC-GUA-025,21,0,CA, ,0.794195974,0.017442855
569,58,1/1/2017,PLOB,50,7467.1,2031.7,111.64,0,59.7, ,MD,OCC-GUA-025,21,0,CA, ,0.612861112,0.011701245
570,59,1/1/2017,PLOB,51,5556,10404.5,25.42,0,24.1, ,EM,OCC-GUA-025,0,0,CA, ,0.247619569,0.002649035
571,60,1/1/2017,PLOB,52,5518,10585.3,442.08,0,160, ,MD,OCC-GUA-025,0,0,CA, ,1.640170647,0.04639304
572,61,1/1/2017,PLOB,52,5437.5,10631.7,31.05,0,23.5, ,EM,OCC-GUA-025,0,0,CA, ,0.240971675,0.003241065
573,63,1/1/2017,PLOB,54,5289.9,10351.7,179.7,0,74.1, ,MD,OCC-GUA-025,0,0,CA, ,0.760305023,0.018837345
574,64,1/1/2017,PLOB,55,5375.4,10246.1,170.97,0,55.5, ,MD,OCC-GUA-025,0,0,CA, ,0.568589116,0.017920945
575,65,1/1/2017,PLOB,56,5673.4,9952.4,3.54,0,7.4, ,EM,OCC-GUA-025,0,0,CA, ,0.076253274,0.000363705
576,66,1/1/2017,PLOB,57,5916.6,10465.3,22.57,0,27, ,EM,OCC-GUA-025,0,0,CA, ,0.276669538,0.00234897
577,67,1/1/2017,POSP,58,5760.2,10618.1,55.77,0,41.5, ,EM,OCC-GUA-025,0,0,CA, ,0.425384255,0.005824535
578,68,1/1/2017,POSP,59,5750,10689,1.17,0,4.7, ,EM,OCC-GUA-025,0,0,CA, ,0.048300439,0.00011682
579,69,1/1/2017,POSP,60,5858.3,10643.7,27.17,0,24.7, ,EM,OCC-GUA-025,0,0,CA, ,0.252988734,0.00283518
580,70,1/1/2017,PLOB,61,5754.8,10734,23.6,0,24.4, ,MD,OCC-GUA-025,0,0,CA, ,0.249979131,0.002467025
581,71,1/1/2017,PLOB,52,5681.6,10793.8,242.68,0,89.7, ,MD,OCC-GUA-025,0,0,CA, ,0.92077724,0.02543104
582,74,1/1/2017,PLOB,64,2272.3,6193.3,431.56,0,161.3, ,MD,OCC-GUA-025,6,0,CA, ,1.654757946,0.045251975
583,75,1/1/2017,POSP,65,2245.3,5849.6,26.41,0,32.9, ,EM,OCC-GUA-025,6,0,CA, ,0.337600509,0.00275996
584,86,1/1/2017,POSP,76,2269.9,5796.2,3.25,0,7.8, ,EM,OCC-GUA-025,6,0,CA, ,0.079565708,0.000332885
585,87,1/1/2017,POSP,77,2322.2,5756.6,69.34,0,76, ,EM,OCC-GUA-025,6,0,CA, ,0.77921603,0.00722048
586,88,1/1/2017,POSP,78,2286.2,5649.8,9.34,0,15.4, ,EM,OCC-GUA-025,6,0,CA, ,0.157547505,0.00096642
587,89,1/1/2017,POSP,79,2213.8,5664.5,2.26,0,7.9, ,EM,OCC-GUA-025,6,0,CA, ,0.080731563,0.000229995
588,73,1/1/2017,PLOB,63,3591.3,9804.9,217.78,0,78.8, ,MD,OCC-GUA-025,3,0,CA, ,0.808121709,0.022825005
589,90,1/1/2017,PLOB,80,3628.2,9635.6,3.9,0,7.8, ,EM,OCC-GUA-025,3,0,CA, ,0.079820572,0.00040165
590,91,1/1/2017,PLOB,81,3578.4,9598.6,21.93,0,24.9, ,MD,OCC-GUA-025,3,0,CA, ,0.25531667,0.002282215
591,92,1/1/2017,PLOB,82,3700.3,9658.8,63.17,0,40.7, ,MD,OCC-GUA-025,3,0,CA, ,0.417010147,0.006603755
592,93,1/1/2017,PLOB,83,3431.1,9313.6,15.19,0,18.7, ,EM,OCC-GUA-025,3,0,CA, ,0.192132926,0.001578065
593,94,1/1/2017,PLOB,84,3533.2,9376.2,46.68,0,50.5, ,EM,OCC-GUA-025,3,0,CA, ,0.517775599,0.004858935
594,95,1/1/2017,PLOB,85,3613.5,9251.6,15.62,0,29.9, ,EM,OCC-GUA-025,3,0,CA, ,0.30724345,0.001613
595,96,1/1/2017,PLOB,85,3532.1,9213.6,3.69,0,8.1, ,EM,OCC-GUA-025,3,0,CA, ,0.082897748,0.00037914
596,97,1/1/2017,PLOB,86,3495.8,9471.9,16.17,0,17, ,MD,OCC-GUA-025,3,0,CA, ,0.174330775,0.00168237
597,98,1/1/2017,PLOB,87,3205.7,9601.6,5.6,0,9.4, ,EM,OCC-GUA-025,3,0,CA, ,0.09620099,0.00057815
598,100,1/1/2017,PLOB,89,5248.6,7837.5,17.34,0,18.2, ,MD,OCC-GUA-025,8,0,CA, ,0.186797105,0.001805765
599,101,1/1/2017,PLOB,89,5202.7,7820.6,36.37,0,33, ,MD,OCC-GUA-025,8,0,CA, ,0.337969761,0.003793195
600,102,1/1/2017,PLOB,90,5301.1,7601.4,4.01,0,9.5, ,EM,OCC-GUA-025,8,0,CA, ,0.097870482,0.0004126
601,103,1/1/2017,PLOB,91,5288.9,7638.2,2.2,0,8.8, ,EM,OCC-GUA-025,8,0,CA, ,0.089670423,0.000223085
602,104,1/1/2017,PLOB,92,5235.9,7422.3,4.97,0,15.9, ,EM,OCC-GUA-025,8,0,CA, ,0.162858506,0.00050772
603,105,1/1/2017,PLOB,93,5540.4,7606.8,12.91,0,17.3, ,EM,OCC-GUA-025,8,0,CA, ,0.177912544,0.001341265
604,106,1/1/2017,PLOB,94,5537.7,7762.1,2.19,0,6.5, ,EM,OCC-GUA-025,8,0,CA, ,0.066474937,0.000222405
605,107,1/1/2017,PLOB,95,5562.4,7778.4,1.64,0,5.8, ,EM,OCC-GUA-025,8,0,CA, ,0.059698716,0.00016566
606,108,1/1/2017,PLOB,96,5485.1,7826.8,1.01,0,3.9, ,EM,OCC-GUA-025,8,0,CA, ,0.040521299,0.00010104
607,109,1/1/2017,PLOB,97,5457.6,7815,0.77,0,3.9, ,EM,OCC-GUA-025,8,0,CA, ,0.039617993,7.6555E-05
608,110,1/1/2017,PLOB,98,5323.3,7647.3,0.23,0,1.6, ,EM,OCC-GUA-025,8,0,CA, ,0.01690538,2.099E-05
609,99,1/1/2017,POSP,88,5220.7,7719.3,51.85,0,37.5, ,MD,OCC-GUA-025,8,0,CA, ,0.384812645,0.00542159
610,111,1/1/2017,POSP,99,5191.8,7445.2,11.09,0,15.1, ,EM,OCC-GUA-025,8,0,CA, ,0.155090687,0.001149995
611,112,1/1/2017,PLOB,100,5380.7,7229,583.07,0,140.2, ,MD,OCC-GUA-025,8,0,CA, ,1.438162482,0.06116964
612,113,1/1/2017,PLOB,101,4960,7512.1,1980.38,0,483.2, ,MD,OCC-GUA-025,8,0,CA, ,4.956347446,0.20793705
613,114,1/1/2017,PLOB,102,4365.3,3034.8,406.95,0,180.4, ,MD,OCC-GUA-025,5,0,CA, ,1.850326757,0.04265181
614,115,1/1/2017,PLOB,103,4524,3261.1,10.52,0,13.6, ,EM,OCC-GUA-025,5,0,CA, ,0.139078055,0.001091595
615,116,1/1/2017,PLOB,104,4491.7,3294.2,3.53,0,7.8, ,EM,OCC-GUA-025,5,0,CA, ,0.080393582,0.00036156
616,117,1/1/2017,PLOB,105,4246.9,2768,594.08,0,381.3, ,MD,OCC-GUA-025,5,0,CA, ,3.912283488,0.062193855
617,118,1/1/2017,PLOB,106,3911.4,3010.7,5.92,0,12.9, ,EM,OCC-GUA-025,5,0,CA, ,0.132334393,0.00060972
618,119,1/1/2017,PLOB,107,3933.3,3503.5,173.08,0,101.6, ,MD,OCC-GUA-025,5,0,CA, ,1.042374357,0.01813214
619,120,1/1/2017,PLOB,108,12078.9,7086,341.89,0,137.1, ,MD,OCC-GUA-025,1,0,CA, ,1.406844289,0.035908255
620,121,1/1/2017,PLOB,109,12001,7180.2,52.02,0,33.9, ,MD,OCC-GUA-025,1,0,CA, ,0.347754575,0.005433105
621,122,1/1/2017,PLOB,110,11546.3,7047,174.44,0,112.7, ,MD,OCC-GUA-025,1,0,CA, ,1.156123967,0.018268705
622,123,1/1/2017,PLOB,110,11537.3,6967,2.39,0,7.6, ,EM,OCC-GUA-025,1,0,CA, ,0.077846426,0.00024378
623,124,1/1/2017,PLOB,111,11600.9,6857.4,8,0,12.8, ,EM,OCC-GUA-025,1,0,CA, ,0.131042292,0.000828265
624,125,1/1/2017,PLOB,112,11904.9,6931.2,259.05,0,157.9, ,MD,OCC-GUA-025,1,0,CA, ,1.620438852,0.02711712
625,126,1/1/2017,PLOB,110,11594.9,7007.8,1.2,0,4.4, ,EM,OCC-GUA-025,1,0,CA, ,0.045031248,0.000120715
626,127,1/1/2017,PLOB,113,3386.7,5915.5,0.86,0,3.4, ,EM,OCC-GUA-025,4,0,CA, ,0.03510098,8.51E-05
627,128,1/1/2017,PLOB,114,3414.5,5909.5,4.93,0,10.8, ,EM,OCC-GUA-025,4,0,CA, ,0.111344098,0.00050681
628,129,1/1/2017,PLOB,115,3485.5,5878.3,0.99,0,4.2, ,EM,OCC-GUA-025,4,0,CA, ,0.043082517,9.135E-05
629,130,1/1/2017,PLOB,116,3471.1,5855.5,1.78,0,5.1, ,EM,OCC-GUA-025,4,0,CA, ,0.052230429,0.00018071
630,131,1/1/2017,PLOB,117,3772.3,6135.2,223.6,0,75.3, ,MD,OCC-GUA-025,4,0,CA, ,0.772135696,0.023458825
631,132,1/1/2017,PLOB,118,3045.3,6326.9,100.32,0,39.5, ,MD,OCC-GUA-025,4,0,CA, ,0.404783826,0.01050937
632,133,1/1/2017,PLOB,119,3098.2,6428.4,76.88,0,45.7, ,MD,OCC-GUA-025,4,0,CA, ,0.46844858,0.00805414
633,134,1/1/2017,PLOB,120,3325.4,6556.6,73.36,0,35.2, ,MD,OCC-GUA-025,4,0,CA, ,0.361026943,0.0076784
634,135,1/1/2017,PLOB,121,3450.7,6673.9,36.71,0,35.8, ,MD,OCC-GUA-025,4,0,CA, ,0.367012303,0.00382755
635,136,1/1/2017,PLOB,122,3881.5,5411,386.6,0,131.5, ,MD,OCC-GUA-025,7,0,CA, ,1.348595449,0.04052812
636,137,1/1/2017,PLOB,123,4065.2,5400.1,5.63,0,9.4, ,EM,OCC-GUA-025,7,0,CA, ,0.095968097,0.000581185
637,138,1/1/2017,PLOB,124,3694.8,5104.4,41.31,0,34, ,PL,OCC-GUA-025,7,0,CA, ,0.348559725,0.00431071
638,139,1/1/2017,PLOB,125,3586.1,5100.5,4.89,0,11.1, ,EM,OCC-GUA-025,7,0,CA, ,0.113597818,0.000503585
639,141,1/1/2017,PLOB,127,3903.2,5064.4,21.92,0,23.3, ,EM,OCC-GUA-025,7,0,CA, ,0.238786689,0.002281365
640,142,1/1/2017,PLOB,128,3968.5,5124.4,97.68,0,66.3, ,MD,OCC-GUA-025,7,0,CA, ,0.680270656,0.01023357
641,140,1/1/2017,PLOB,126,4112.5,5108.5,196.89,0,53.5, ,PL,OCC-GUA-025,7,0,CA, ,0.548947783,0.02064613
642,143,1/1/2017,PLOB,129,3605.7,5278.6,595.69,0,231.6, ,MD,OCC-GUA-025,7,0,CA, ,2.375092971,0.062525455
643,144,1/1/2017,PLOB,130,8633.6,7945.8,1067.79,0,267.9, ,MD,OCC-GUA-025,2,0,CA, ,2.747958736,0.112181575
644,145,1/1/2017,PLOB,131,8840.5,8169.2,14.18,0,16.9, ,EM,OCC-GUA-025,2,0,CA, ,0.173597589,0.00147535
