"Island","Site","Genus_Code","Site_Genet","Latitude","Longitude","Year_STA","Date_STA","Year_END","Date_END","Interval","GROWTH_LEp_cm.yr","GROWTH_LEv_cm.yr"
"HAW","OCC-HAW-003","MOSP","OCC-HAW-003_137",19.74696,-155.05803,2016,"2016-08-08",2019,"2019-07-13","16_19",0.0367501561008865,0.0700018053623841
"HAW","OCC-HAW-003","MOSP","OCC-HAW-003_138",19.74696,-155.05803,2016,"2016-08-08",2019,"2019-07-13","16_19",-0.216878602467559,-0.0643260037535039
"HAW","OCC-HAW-003","MOSP","OCC-HAW-003_138",19.74696,-155.05803,2019,"2019-07-13",2024,"2024-07-08","19_24",0.766551689602225,0.418410061147225
"HAW","OCC-HAW-003","MOSP","OCC-HAW-003_139",19.74696,-155.05803,2016,"2016-08-08",2019,"2019-07-13","16_19",-0.132797924293071,0.0749207842774574
"HAW","OCC-HAW-003","MOSP","OCC-HAW-003_139",19.74696,-155.05803,2019,"2019-07-13",2024,"2024-07-08","19_24",-0.31763180490075,-0.107063856395383
"HAW","OCC-HAW-003","POCS","OCC-HAW-003_140",19.74696,-155.05803,2016,"2016-08-08",2019,"2019-07-13","16_19",-0.024663256962272,0.291064391239007
"HAW","OCC-HAW-003","POCS","OCC-HAW-003_140",19.74696,-155.05803,2019,"2019-07-13",2024,"2024-07-08","19_24",-0.0780091546690161,-0.058438988953796
"HAW","OCC-HAW-003","POSP","OCC-HAW-003_141",19.74696,-155.05803,2016,"2016-08-08",2019,"2019-07-13","16_19",0.217680137164117,0.0650925525399554
"HAW","OCC-HAW-003","POSP","OCC-HAW-003_141",19.74696,-155.05803,2019,"2019-07-13",2024,"2024-07-08","19_24",0.188677046139003,0.522173808406879
"HAW","OCC-HAW-003","POCS","OCC-HAW-003_142",19.74696,-155.05803,2016,"2016-08-08",2019,"2019-07-13","16_19",0.777157830868591,0.5757486502336
"HAW","OCC-HAW-003","POCS","OCC-HAW-003_142",19.74696,-155.05803,2019,"2019-07-13",2024,"2024-07-08","19_24",1.56485516139206,5.76636982560545
"HAW","OCC-HAW-003","MOSP","OCC-HAW-003_144",19.74696,-155.05803,2016,"2016-08-08",2019,"2019-07-13","16_19",-0.690110671438999,-0.167514532646407
"HAW","OCC-HAW-003","MOSP","OCC-HAW-003_144",19.74696,-155.05803,2019,"2019-07-13",2024,"2024-07-08","19_24",-0.20729802698109,-0.0473663816449186
"HAW","OCC-HAW-003","POSP","OCC-HAW-003_146",19.74696,-155.05803,2016,"2016-08-08",2019,"2019-07-13","16_19",-0.15893038629059,-0.0563641072014816
"HAW","OCC-HAW-003","POSP","OCC-HAW-003_146",19.74696,-155.05803,2019,"2019-07-13",2024,"2024-07-08","19_24",-0.165363032485095,0.0219467093789105
"HAW","OCC-HAW-003","POCS","OCC-HAW-003_177",19.74696,-155.05803,2019,"2019-07-13",2024,"2024-07-08","19_24",0.420644109632553,0.92534952547714
"HAW","OCC-HAW-003","POSP","OCC-HAW-003_179",19.74696,-155.05803,2019,"2019-07-13",2024,"2024-07-08","19_24",0.187462406043108,0.0345579832453975
"HAW","OCC-HAW-003","POCS","OCC-HAW-003_181",19.74696,-155.05803,2019,"2019-07-13",2024,"2024-07-08","19_24",2.1226340775763,4.30124740448023
"HAW","OCC-HAW-010","POSP","OCC-HAW-010_025",19.24418,-155.90043,2016,"2016-08-11",2019,"2019-07-19","16_19",-0.162521258047714,-0.115625491847007
"HAW","OCC-HAW-010","POSP","OCC-HAW-010_026",19.24418,-155.90043,2016,"2016-08-11",2019,"2019-07-19","16_19",0.288933858428747,1.09967040354742
"HAW","OCC-HAW-010","POSP","OCC-HAW-010_026",19.24418,-155.90043,2019,"2019-07-19",2024,"2024-07-05","19_24",-0.0822765494820708,-0.357718809031039
"HAW","OCC-HAW-010","POSP","OCC-HAW-010_027",19.24418,-155.90043,2016,"2016-08-11",2019,"2019-07-19","16_19",-0.0352645238286589,0.345758500214773
"HAW","OCC-HAW-010","POSP","OCC-HAW-010_027",19.24418,-155.90043,2019,"2019-07-19",2024,"2024-07-05","19_24",-0.00197324026562286,-0.0613386646606681
"HAW","OCC-HAW-010","POSP","OCC-HAW-010_028",19.24418,-155.90043,2016,"2016-08-11",2019,"2019-07-19","16_19",0.0632388284739266,0.271134825536979
"HAW","OCC-HAW-010","POSP","OCC-HAW-010_028",19.24418,-155.90043,2019,"2019-07-19",2024,"2024-07-05","19_24",-0.183916588901037,-0.147353918413118
"HAW","OCC-HAW-010","POSP","OCC-HAW-010_029",19.24418,-155.90043,2016,"2016-08-11",2019,"2019-07-19","16_19",0.154900830332588,0.199334899392216
"HAW","OCC-HAW-010","POSP","OCC-HAW-010_031",19.24418,-155.90043,2016,"2016-08-11",2019,"2019-07-19","16_19",-0.0752573608114932,-0.0184343784095253
"HAW","OCC-HAW-010","POSP","OCC-HAW-010_032",19.24418,-155.90043,2016,"2016-08-11",2019,"2019-07-19","16_19",-0.133732445007194,-0.0178699463640052
"HAW","OCC-HAW-010","POSP","OCC-HAW-010_033",19.24418,-155.90043,2016,"2016-08-11",2019,"2019-07-19","16_19",-0.198253329116918,-0.0752501954705096
"HAW","OCC-HAW-010","POSP","OCC-HAW-010_034",19.24418,-155.90043,2016,"2016-08-11",2019,"2019-07-19","16_19",-0.275429955194181,-0.0620027381051663
"HAW","OCC-HAW-010","POSP","OCC-HAW-010_034",19.24418,-155.90043,2019,"2019-07-19",2024,"2024-07-05","19_24",-0.0180305141818174,-0.00838986074770518
"HAW","OCC-HAW-010","POSP","OCC-HAW-010_035",19.24418,-155.90043,2016,"2016-08-11",2019,"2019-07-19","16_19",-0.148957796173606,-0.0288225761441544
"HAW","OCC-HAW-010","POSP","OCC-HAW-010_035",19.24418,-155.90043,2019,"2019-07-19",2024,"2024-07-05","19_24",-0.0221600486507462,0.0385837786908588
"HAW","OCC-HAW-010","POSP","OCC-HAW-010_036",19.24418,-155.90043,2016,"2016-08-11",2019,"2019-07-19","16_19",-0.552972180597831,-0.401433263409519
"HAW","OCC-HAW-010","POSP","OCC-HAW-010_036",19.24418,-155.90043,2019,"2019-07-19",2024,"2024-07-05","19_24",-0.0997916631138214,-0.0554856764913262
"HAW","OCC-HAW-010","POSP","OCC-HAW-010_037",19.24418,-155.90043,2016,"2016-08-11",2019,"2019-07-19","16_19",0.178046359811098,0.69019124630251
"HAW","OCC-HAW-010","POSP","OCC-HAW-010_038",19.24418,-155.90043,2016,"2016-08-11",2019,"2019-07-19","16_19",0.360283112332186,0.410339636841886
"HAW","OCC-HAW-010","POSP","OCC-HAW-010_038",19.24418,-155.90043,2019,"2019-07-19",2024,"2024-07-05","19_24",-0.0598171305469059,-0.0830881445324308
"HAW","OCC-HAW-010","POSP","OCC-HAW-010_039",19.24418,-155.90043,2016,"2016-08-11",2019,"2019-07-19","16_19",0.048254283467767,0.0403146556265725
"HAW","OCC-HAW-010","POSP","OCC-HAW-010_040",19.24418,-155.90043,2016,"2016-08-11",2019,"2019-07-19","16_19",0.0369180828444565,0.458988849989393
"HAW","OCC-HAW-010","POSP","OCC-HAW-010_040",19.24418,-155.90043,2019,"2019-07-19",2024,"2024-07-05","19_24",0.0251498448091272,-0.0876947462615014
"HAW","OCC-HAW-010","POSP","OCC-HAW-010_041",19.24418,-155.90043,2016,"2016-08-11",2019,"2019-07-19","16_19",0.048349331007236,0.457368704086885
"HAW","OCC-HAW-010","POSP","OCC-HAW-010_041",19.24418,-155.90043,2019,"2019-07-19",2024,"2024-07-05","19_24",0.15914752255427,0.000314203867954669
"HAW","OCC-HAW-010","POSP","OCC-HAW-010_043",19.24418,-155.90043,2016,"2016-08-11",2019,"2019-07-19","16_19",-0.00757698968326212,0.0486573508855175
"HAW","OCC-HAW-010","POSP","OCC-HAW-010_043",19.24418,-155.90043,2019,"2019-07-19",2024,"2024-07-05","19_24",0.023783612297369,0.00436147373909461
"HAW","OCC-HAW-010","POSP","OCC-HAW-010_044",19.24418,-155.90043,2016,"2016-08-11",2019,"2019-07-19","16_19",0.139098264888253,0.213665049534784
"HAW","OCC-HAW-010","POSP","OCC-HAW-010_044",19.24418,-155.90043,2019,"2019-07-19",2024,"2024-07-05","19_24",-0.0199845870634573,0.0419904538186638
"HAW","OCC-HAW-010","POSP","OCC-HAW-010_045",19.24418,-155.90043,2016,"2016-08-11",2019,"2019-07-19","16_19",-0.0238283007393673,0.0143238180662154
"HAW","OCC-HAW-010","MOSP","OCC-HAW-010_046",19.24418,-155.90043,2016,"2016-08-11",2019,"2019-07-19","16_19",-0.033595972888479,0.130770834175891
"HAW","OCC-HAW-010","POSP","OCC-HAW-010_048",19.24418,-155.90043,2016,"2016-08-11",2019,"2019-07-19","16_19",0.283372313930828,0.177830891331893
"HAW","OCC-HAW-010","POSP","OCC-HAW-010_048",19.24418,-155.90043,2019,"2019-07-19",2024,"2024-07-05","19_24",-0.13195051128397,-0.0765670623457622
"HAW","OCC-HAW-010","POSP","OCC-HAW-010_049",19.24418,-155.90043,2016,"2016-08-11",2019,"2019-07-19","16_19",0.370223561201833,0.327660521617081
"HAW","OCC-HAW-010","POSP","OCC-HAW-010_049",19.24418,-155.90043,2019,"2019-07-19",2024,"2024-07-05","19_24",-0.222516497472644,-0.157367667066819
"HAW","OCC-HAW-010","POSP","OCC-HAW-010_050",19.24418,-155.90043,2016,"2016-08-11",2019,"2019-07-19","16_19",0.0921132937658993,-0.033352489534965
"HAW","OCC-HAW-010","POSP","OCC-HAW-010_050",19.24418,-155.90043,2019,"2019-07-19",2024,"2024-07-05","19_24",-0.101591850136847,-0.0269026754502934
"HAW","OCC-HAW-010","POSP","OCC-HAW-010_051",19.24418,-155.90043,2016,"2016-08-11",2019,"2019-07-19","16_19",-0.00102687977091629,-0.0180892379799231
"HAW","OCC-HAW-010","POSP","OCC-HAW-010_051",19.24418,-155.90043,2019,"2019-07-19",2024,"2024-07-05","19_24",0.0382560459988529,0.0919911470320624
"HAW","OCC-HAW-010","POSP","OCC-HAW-010_052",19.24418,-155.90043,2016,"2016-08-11",2019,"2019-07-19","16_19",-0.266025804536992,-0.0868259358706105
"HAW","OCC-HAW-010","POSP","OCC-HAW-010_052",19.24418,-155.90043,2019,"2019-07-19",2024,"2024-07-05","19_24",0.0589531896363602,0.14237163307074
"HAW","OCC-HAW-010","POSP","OCC-HAW-010_053",19.24418,-155.90043,2016,"2016-08-11",2019,"2019-07-19","16_19",-0.116010749712785,0.053378200787812
"HAW","OCC-HAW-010","POSP","OCC-HAW-010_053",19.24418,-155.90043,2019,"2019-07-19",2024,"2024-07-05","19_24",0.521445871138999,0.968595204284793
"HAW","OCC-HAW-010","POSP","OCC-HAW-010_054",19.24418,-155.90043,2016,"2016-08-11",2019,"2019-07-19","16_19",-0.177133927224598,-0.0897530933905781
"HAW","OCC-HAW-010","POSP","OCC-HAW-010_054",19.24418,-155.90043,2019,"2019-07-19",2024,"2024-07-05","19_24",-0.0149810972734547,0.0460768194305219
"HAW","OCC-HAW-010","POSP","OCC-HAW-010_055",19.24418,-155.90043,2016,"2016-08-11",2019,"2019-07-19","16_19",-0.0981531303508912,-0.053308797360574
"HAW","OCC-HAW-010","POSP","OCC-HAW-010_055",19.24418,-155.90043,2019,"2019-07-19",2024,"2024-07-05","19_24",-0.0185162216580678,0.0793251631225012
"HAW","OCC-HAW-010","POSP","OCC-HAW-010_056",19.24418,-155.90043,2016,"2016-08-11",2019,"2019-07-19","16_19",-0.0969647233148282,-0.0639435967464268
"HAW","OCC-HAW-010","POSP","OCC-HAW-010_056",19.24418,-155.90043,2019,"2019-07-19",2024,"2024-07-05","19_24",-0.0753786801042891,-0.0127995125044144
"HAW","OCC-HAW-010","POSP","OCC-HAW-010_058",19.24418,-155.90043,2016,"2016-08-11",2019,"2019-07-19","16_19",1.49978870525232e-05,0.058153959056758
"HAW","OCC-HAW-010","POSP","OCC-HAW-010_058",19.24418,-155.90043,2019,"2019-07-19",2024,"2024-07-05","19_24",0.0340817443210648,0.14244666660975
"HAW","OCC-HAW-010","POSP","OCC-HAW-010_059",19.24418,-155.90043,2016,"2016-08-11",2019,"2019-07-19","16_19",-0.0358818805543929,-0.0663932632434557
"HAW","OCC-HAW-010","POSP","OCC-HAW-010_060",19.24418,-155.90043,2016,"2016-08-11",2019,"2019-07-19","16_19",0.321777778107674,0.378678675123732
"HAW","OCC-HAW-010","POSP","OCC-HAW-010_062",19.24418,-155.90043,2016,"2016-08-11",2019,"2019-07-19","16_19",0.140240641452265,0.131531564500923
"HAW","OCC-HAW-010","POSP","OCC-HAW-010_062",19.24418,-155.90043,2019,"2019-07-19",2024,"2024-07-05","19_24",-0.0846019967838538,-0.0887448706720537
"HAW","OCC-HAW-010","POSP","OCC-HAW-010_065",19.24418,-155.90043,2016,"2016-08-11",2019,"2019-07-19","16_19",-0.107924734557458,0.0275775007242248
"HAW","OCC-HAW-010","POSP","OCC-HAW-010_065",19.24418,-155.90043,2019,"2019-07-19",2024,"2024-07-05","19_24",0.0573071653453412,0.0163189632168724
"HAW","OCC-HAW-010","POSP","OCC-HAW-010_066",19.24418,-155.90043,2016,"2016-08-11",2019,"2019-07-19","16_19",0.893757973659724,1.00494892993128
"HAW","OCC-HAW-010","POSP","OCC-HAW-010_066",19.24418,-155.90043,2019,"2019-07-19",2024,"2024-07-05","19_24",-0.109278063030066,-0.147305689540008
"HAW","OCC-HAW-010","POSP","OCC-HAW-010_070",19.24418,-155.90043,2016,"2016-08-11",2019,"2019-07-19","16_19",-0.0768925029041227,0.0541726319049481
"HAW","OCC-HAW-010","POSP","OCC-HAW-010_071",19.24418,-155.90043,2016,"2016-08-11",2019,"2019-07-19","16_19",-0.172830334488813,-0.118184925522518
"HAW","OCC-HAW-010","POSP","OCC-HAW-010_071",19.24418,-155.90043,2019,"2019-07-19",2024,"2024-07-05","19_24",-0.0532074382205551,-0.00812609568060292
"HAW","OCC-HAW-010","POSP","OCC-HAW-010_074",19.24418,-155.90043,2016,"2016-08-11",2019,"2019-07-19","16_19",-0.205561838935564,-0.177452081118458
"HAW","OCC-HAW-010","POSP","OCC-HAW-010_075",19.24418,-155.90043,2016,"2016-08-11",2019,"2019-07-19","16_19",-0.183667153687795,-0.113251555808717
"HAW","OCC-HAW-010","POSP","OCC-HAW-010_076",19.24418,-155.90043,2016,"2016-08-11",2019,"2019-07-19","16_19",0.0245853608225538,0.224374203148176
"HAW","OCC-HAW-010","POSP","OCC-HAW-010_076",19.24418,-155.90043,2019,"2019-07-19",2024,"2024-07-05","19_24",-0.0114617131900933,-0.0990659398064753
"HAW","OCC-HAW-010","POSP","OCC-HAW-010_077",19.24418,-155.90043,2016,"2016-08-11",2019,"2019-07-19","16_19",-0.0896056479287544,-0.162250457745508
"HAW","OCC-HAW-010","POSP","OCC-HAW-010_077",19.24418,-155.90043,2019,"2019-07-19",2024,"2024-07-05","19_24",-0.141289443229899,-0.145912672886192
"HAW","OCC-HAW-010","POSP","OCC-HAW-010_079",19.24418,-155.90043,2016,"2016-08-11",2019,"2019-07-19","16_19",0.701714520756031,0.549600375633275
"HAW","OCC-HAW-010","POSP","OCC-HAW-010_079",19.24418,-155.90043,2019,"2019-07-19",2024,"2024-07-05","19_24",0.203219654585372,0.381957354651367
"HAW","OCC-HAW-010","POSP","OCC-HAW-010_080",19.24418,-155.90043,2016,"2016-08-11",2019,"2019-07-19","16_19",0.564575178685053,1.23654115160487
"HAW","OCC-HAW-010","POSP","OCC-HAW-010_081",19.24418,-155.90043,2016,"2016-08-11",2019,"2019-07-19","16_19",0.0459029771961543,0.103424498149641
"HAW","OCC-HAW-010","POSP","OCC-HAW-010_082",19.24418,-155.90043,2016,"2016-08-11",2019,"2019-07-19","16_19",-0.246178238801032,-0.0430307480217476
"HAW","OCC-HAW-010","POSP","OCC-HAW-010_083",19.24418,-155.90043,2016,"2016-08-11",2019,"2019-07-19","16_19",0.230369354185934,0.325754365690728
"HAW","OCC-HAW-010","POSP","OCC-HAW-010_084",19.24418,-155.90043,2016,"2016-08-11",2019,"2019-07-19","16_19",0.0745637020578619,0.257624454414757
"HAW","OCC-HAW-010","POSP","OCC-HAW-010_084",19.24418,-155.90043,2019,"2019-07-19",2024,"2024-07-05","19_24",0.0105067247491917,-0.0608190255183345
"HAW","OCC-HAW-010","POSP","OCC-HAW-010_085",19.24418,-155.90043,2016,"2016-08-11",2019,"2019-07-19","16_19",0.109923357415059,0.411352616489877
"HAW","OCC-HAW-010","POSP","OCC-HAW-010_085",19.24418,-155.90043,2019,"2019-07-19",2024,"2024-07-05","19_24",0.460634733838803,0.48202846837391
"HAW","OCC-HAW-010","POSP","OCC-HAW-010_086",19.24418,-155.90043,2016,"2016-08-11",2019,"2019-07-19","16_19",0.118494884435536,0.382328904478216
"HAW","OCC-HAW-010","POSP","OCC-HAW-010_086",19.24418,-155.90043,2019,"2019-07-19",2024,"2024-07-05","19_24",0.0162915167202668,0.042632170742811
"HAW","OCC-HAW-010","POSP","OCC-HAW-010_087",19.24418,-155.90043,2016,"2016-08-11",2019,"2019-07-19","16_19",0.236718516778741,0.0823607889877404
"HAW","OCC-HAW-010","POSP","OCC-HAW-010_088",19.24418,-155.90043,2016,"2016-08-11",2019,"2019-07-19","16_19",-0.10243095980034,0.0279510889449121
"HAW","OCC-HAW-010","POSP","OCC-HAW-010_088",19.24418,-155.90043,2019,"2019-07-19",2024,"2024-07-05","19_24",-0.0721716571858083,-0.0572251653220464
"HAW","OCC-HAW-010","POSP","OCC-HAW-010_089",19.24418,-155.90043,2016,"2016-08-11",2019,"2019-07-19","16_19",-0.0404127477420161,-0.19444103552848
"HAW","OCC-HAW-010","POSP","OCC-HAW-010_089",19.24418,-155.90043,2019,"2019-07-19",2024,"2024-07-05","19_24",0.00267629819520381,0.0292330076432412
"HAW","OCC-HAW-010","POSP","OCC-HAW-010_090",19.24418,-155.90043,2016,"2016-08-11",2019,"2019-07-19","16_19",0.0784963381922956,0.223064549044728
"HAW","OCC-HAW-010","POSP","OCC-HAW-010_090",19.24418,-155.90043,2019,"2019-07-19",2024,"2024-07-05","19_24",-0.248106468794703,-0.148824812304729
"HAW","OCC-HAW-010","POSP","OCC-HAW-010_092",19.24418,-155.90043,2016,"2016-08-11",2019,"2019-07-19","16_19",-0.21225249499335,-0.142093229633368
"HAW","OCC-HAW-010","POSP","OCC-HAW-010_093",19.24418,-155.90043,2016,"2016-08-11",2019,"2019-07-19","16_19",-0.150943177702112,0.0168027306518595
"HAW","OCC-HAW-010","POSP","OCC-HAW-010_093",19.24418,-155.90043,2019,"2019-07-19",2024,"2024-07-05","19_24",-0.0725319045561507,0.00027635491863814
"HAW","OCC-HAW-010","POSP","OCC-HAW-010_094",19.24418,-155.90043,2016,"2016-08-11",2019,"2019-07-19","16_19",-0.0761040018032469,0.105375403842258
"HAW","OCC-HAW-010","POSP","OCC-HAW-010_094",19.24418,-155.90043,2019,"2019-07-19",2024,"2024-07-05","19_24",0.228826553119785,0.388882773984829
"HAW","OCC-HAW-010","POSP","OCC-HAW-010_095",19.24418,-155.90043,2016,"2016-08-11",2019,"2019-07-19","16_19",-0.054349570920999,0.172271040483554
"HAW","OCC-HAW-010","POSP","OCC-HAW-010_095",19.24418,-155.90043,2019,"2019-07-19",2024,"2024-07-05","19_24",-0.0558764217245298,-0.142720683203938
"HAW","OCC-HAW-010","POSP","OCC-HAW-010_097",19.24418,-155.90043,2016,"2016-08-11",2019,"2019-07-19","16_19",-0.470385878129345,-0.336725680154273
"HAW","OCC-HAW-010","POSP","OCC-HAW-010_098",19.24418,-155.90043,2016,"2016-08-11",2019,"2019-07-19","16_19",-0.135822979938752,0.0258306995416507
"HAW","OCC-HAW-010","POSP","OCC-HAW-010_099",19.24418,-155.90043,2016,"2016-08-11",2019,"2019-07-19","16_19",0.0832431742056402,0.0608051744706148
"HAW","OCC-HAW-010","POSP","OCC-HAW-010_101",19.24418,-155.90043,2016,"2016-08-11",2019,"2019-07-19","16_19",0.0134735093299312,0.166864144627994
"HAW","OCC-HAW-010","POSP","OCC-HAW-010_101",19.24418,-155.90043,2019,"2019-07-19",2024,"2024-07-05","19_24",0.114588561593743,0.205346261771186
"HAW","OCC-HAW-010","POSP","OCC-HAW-010_103",19.24418,-155.90043,2016,"2016-08-11",2019,"2019-07-19","16_19",-0.0902895761010454,-0.00698920210599293
"HAW","OCC-HAW-010","POSP","OCC-HAW-010_104",19.24418,-155.90043,2016,"2016-08-11",2019,"2019-07-19","16_19",-0.0778680425165431,-0.053298529961045
"HAW","OCC-HAW-010","POSP","OCC-HAW-010_105",19.24418,-155.90043,2016,"2016-08-11",2019,"2019-07-19","16_19",0.0777112434862524,0.10196214940307
"HAW","OCC-HAW-010","POSP","OCC-HAW-010_105",19.24418,-155.90043,2019,"2019-07-19",2024,"2024-07-05","19_24",0.398047024305892,0.821671073267989
"HAW","OCC-HAW-010","POSP","OCC-HAW-010_106",19.24418,-155.90043,2016,"2016-08-11",2019,"2019-07-19","16_19",-0.0950569003417965,-0.0788702814615245
"HAW","OCC-HAW-010","POSP","OCC-HAW-010_106",19.24418,-155.90043,2019,"2019-07-19",2024,"2024-07-05","19_24",-0.00607423368971643,0.0265170481316793
"HAW","OCC-HAW-010","POSP","OCC-HAW-010_107",19.24418,-155.90043,2016,"2016-08-11",2019,"2019-07-19","16_19",-0.205536441889589,-0.142717876292764
"HAW","OCC-HAW-010","POSP","OCC-HAW-010_107",19.24418,-155.90043,2019,"2019-07-19",2024,"2024-07-05","19_24",-0.0143371761949092,0.011910227074486
"HAW","OCC-HAW-010","POSP","OCC-HAW-010_109",19.24418,-155.90043,2016,"2016-08-11",2019,"2019-07-19","16_19",0.135783451955381,0.684203214957491
"HAW","OCC-HAW-010","POSP","OCC-HAW-010_110",19.24418,-155.90043,2016,"2016-08-11",2019,"2019-07-19","16_19",0.01951032404953,0.0494113064558602
"HAW","OCC-HAW-010","POSP","OCC-HAW-010_110",19.24418,-155.90043,2019,"2019-07-19",2024,"2024-07-05","19_24",0.0124571033133297,0.0611115545495013
"HAW","OCC-HAW-010","MOSP","OCC-HAW-010_111",19.24418,-155.90043,2016,"2016-08-11",2019,"2019-07-19","16_19",-0.0540444671843037,-0.002952749393632
"HAW","OCC-HAW-010","POSP","OCC-HAW-010_115",19.24418,-155.90043,2016,"2016-08-11",2019,"2019-07-19","16_19",0.171813491660816,0.0029081202767716
"HAW","OCC-HAW-010","POSP","OCC-HAW-010_116",19.24418,-155.90043,2016,"2016-08-11",2019,"2019-07-19","16_19",-0.109257428197463,0.142247666773052
"HAW","OCC-HAW-010","POSP","OCC-HAW-010_116",19.24418,-155.90043,2019,"2019-07-19",2024,"2024-07-05","19_24",-0.0254552082558784,-0.0226397145822727
"HAW","OCC-HAW-010","POSP","OCC-HAW-010_117",19.24418,-155.90043,2016,"2016-08-11",2019,"2019-07-19","16_19",-0.0365549857180826,-0.0415591748707924
"HAW","OCC-HAW-010","POSP","OCC-HAW-010_118",19.24418,-155.90043,2016,"2016-08-11",2019,"2019-07-19","16_19",0.53352462270712,0.341052900550037
"HAW","OCC-HAW-010","POSP","OCC-HAW-010_118",19.24418,-155.90043,2019,"2019-07-19",2024,"2024-07-05","19_24",0.0603690430113845,-0.0476757331732418
"HAW","OCC-HAW-010","POSP","OCC-HAW-010_120",19.24418,-155.90043,2016,"2016-08-11",2019,"2019-07-19","16_19",-0.167102038488217,-0.118459011405283
"HAW","OCC-HAW-010","POSP","OCC-HAW-010_121",19.24418,-155.90043,2016,"2016-08-11",2019,"2019-07-19","16_19",-0.0922238732304511,0.214192126048075
"HAW","OCC-HAW-010","POSP","OCC-HAW-010_122",19.24418,-155.90043,2016,"2016-08-11",2019,"2019-07-19","16_19",-0.0922005283798089,0.137740723223345
"HAW","OCC-HAW-010","POSP","OCC-HAW-010_126",19.24418,-155.90043,2016,"2016-08-11",2019,"2019-07-19","16_19",0.00144058758130695,0.298149734190206
"HAW","OCC-HAW-010","POSP","OCC-HAW-010_126",19.24418,-155.90043,2019,"2019-07-19",2024,"2024-07-05","19_24",-0.185093549676111,-0.108419065175878
"HAW","OCC-HAW-010","POSP","OCC-HAW-010_127",19.24418,-155.90043,2016,"2016-08-11",2019,"2019-07-19","16_19",-0.0416879294758824,0.0214490664680346
"HAW","OCC-HAW-010","POSP","OCC-HAW-010_128",19.24418,-155.90043,2016,"2016-08-11",2019,"2019-07-19","16_19",-0.0897652229000105,-0.0343350949465348
"HAW","OCC-HAW-010","POSP","OCC-HAW-010_128",19.24418,-155.90043,2019,"2019-07-19",2024,"2024-07-05","19_24",-0.164367369118029,-0.0816736772947262
"HAW","OCC-HAW-010","POSP","OCC-HAW-010_129",19.24418,-155.90043,2016,"2016-08-11",2019,"2019-07-19","16_19",0.0214926897293395,0.116516940988032
"HAW","OCC-HAW-010","POSP","OCC-HAW-010_129",19.24418,-155.90043,2019,"2019-07-19",2024,"2024-07-05","19_24",-0.123989305901725,-0.0817536378510838
"HAW","OCC-HAW-010","POSP","OCC-HAW-010_130",19.24418,-155.90043,2016,"2016-08-11",2019,"2019-07-19","16_19",-0.111589332297945,-0.0308032076388001
"HAW","OCC-HAW-010","POSP","OCC-HAW-010_131",19.24418,-155.90043,2016,"2016-08-11",2019,"2019-07-19","16_19",0.00332356558422045,0.197074852904607
"HAW","OCC-HAW-010","POSP","OCC-HAW-010_133",19.24418,-155.90043,2016,"2016-08-11",2019,"2019-07-19","16_19",0.140983504470271,0.261917187218982
"HAW","OCC-HAW-010","POSP","OCC-HAW-010_134",19.24418,-155.90043,2016,"2016-08-11",2019,"2019-07-19","16_19",-0.0723859902813655,-0.0302515818734533
"HAW","OCC-HAW-010","POSP","OCC-HAW-010_136",19.24418,-155.90043,2016,"2016-08-11",2019,"2019-07-19","16_19",0.0922536252875624,0.0553177597234878
"HAW","OCC-HAW-010","POSP","OCC-HAW-010_136",19.24418,-155.90043,2019,"2019-07-19",2024,"2024-07-05","19_24",0.112794306444376,0.313559677179378
"HAW","OCC-HAW-010","POSP","OCC-HAW-010_137",19.24418,-155.90043,2016,"2016-08-11",2019,"2019-07-19","16_19",-0.0367486842932238,0.165848669486918
"HAW","OCC-HAW-010","POSP","OCC-HAW-010_137",19.24418,-155.90043,2019,"2019-07-19",2024,"2024-07-05","19_24",-0.127536487498333,-0.137082676389281
"HAW","OCC-HAW-010","POSP","OCC-HAW-010_138",19.24418,-155.90043,2016,"2016-08-11",2019,"2019-07-19","16_19",0.048700043791872,0.0879238780932006
"HAW","OCC-HAW-010","POSP","OCC-HAW-010_138",19.24418,-155.90043,2019,"2019-07-19",2024,"2024-07-05","19_24",0.0483652565879659,0.0106949612104427
"HAW","OCC-HAW-010","POSP","OCC-HAW-010_139",19.24418,-155.90043,2016,"2016-08-11",2019,"2019-07-19","16_19",-0.135224617508085,-0.0521001419009682
"HAW","OCC-HAW-010","POSP","OCC-HAW-010_140",19.24418,-155.90043,2016,"2016-08-11",2019,"2019-07-19","16_19",0.108296725517727,0.585654267608235
"HAW","OCC-HAW-010","POSP","OCC-HAW-010_140",19.24418,-155.90043,2019,"2019-07-19",2024,"2024-07-05","19_24",0.164778135981261,0.0342309372546013
"HAW","OCC-HAW-010","POSP","OCC-HAW-010_141",19.24418,-155.90043,2016,"2016-08-11",2019,"2019-07-19","16_19",0.255454401469133,0.215534876078181
"HAW","OCC-HAW-010","POSP","OCC-HAW-010_141",19.24418,-155.90043,2019,"2019-07-19",2024,"2024-07-05","19_24",-0.0327891828635833,-0.0728758846792837
"HAW","OCC-HAW-010","POSP","OCC-HAW-010_142",19.24418,-155.90043,2016,"2016-08-11",2019,"2019-07-19","16_19",-0.0757976715606593,-0.0174355646039167
