"","Island","Site","Genus_Code","Site_Genet","TimePt_STA","TP_ID_STA","Year_STA","Date_STA","Surface_Area_STA","Shape_Area_STA","Shape_Leng_STA","nPatches_STA","TimePt_END","TP_ID_END","Year_END","Date_END","Surface_Area_END","Shape_Area_END","Shape_Leng_END","nPatches_END","TransitionTypeSimple","Interval","l10_Area_STA","l10_Area_END","l10TransitionMagnitude","l10_Surface_Area_STA","l10_Surface_Area_END","l10STransitionMagnitude","Interval_Years","l10_Area_ENDann","l10_Surface_Area_ENDann","Mortality","Survival"
"536","BAK","OCC-BAK-008","ACSP","OCC-BAK-008_224",1,6,2018,2018-06-15,0,0,0,0,2,9,2023,2023-03-18,0.002276613,0.00088612,0.132488137,1,"RECR","18_23",-Inf,-3.05250746117289,Inf,-Inf,-2.64271078855434,Inf,4.75564681724846,NA,NA,0,1
"537","BAK","OCC-BAK-008","ACSP","OCC-BAK-008_225",1,6,2018,2018-06-15,0,0,0,0,2,9,2023,2023-03-18,0.009115034,0.00176312,0.199943982,1,"RECR","18_23",-Inf,-2.75371812810665,Inf,-Inf,-2.04024170704358,Inf,4.75564681724846,NA,NA,0,1
"538","BAK","OCC-BAK-008","ACSP","OCC-BAK-008_226",1,6,2018,2018-06-15,0,0,0,0,2,9,2023,2023-03-18,0.003747956,0.00111112,0.164973419,1,"RECR","18_23",-Inf,-2.95423903509737,Inf,-Inf,-2.42620551625528,Inf,4.75564681724846,NA,NA,0,1
"539","BAK","OCC-BAK-008","ACSP","OCC-BAK-008_227",1,6,2018,2018-06-15,0,0,0,0,2,9,2023,2023-03-18,0.00900937,0.00294532,0.25037039,1,"RECR","18_23",-Inf,-2.53086751354772,Inf,-Inf,-2.04530557695541,Inf,4.75564681724846,NA,NA,0,1
"540","BAK","OCC-BAK-008","ACSP","OCC-BAK-008_228",1,6,2018,2018-06-15,0,0,0,0,2,9,2023,2023-03-18,0.001360887,0.00076352,0.112689147,1,"RECR","18_23",-Inf,-3.11717958234577,Inf,-Inf,-2.86617793454234,Inf,4.75564681724846,NA,NA,0,1
"541","BAK","OCC-BAK-008","ACSP","OCC-BAK-008_229",1,6,2018,2018-06-15,0,0,0,0,2,9,2023,2023-03-18,0.001172921,0.00037432,0.081375444,1,"RECR","18_23",-Inf,-3.42675696781588,Inf,-Inf,-2.93073123802894,Inf,4.75564681724846,NA,NA,0,1
"542","BAK","OCC-BAK-008","ACSP","OCC-BAK-008_230",1,6,2018,2018-06-15,0,0,0,0,2,9,2023,2023-03-18,0.006100908,0.00361242,0.273157187,1,"RECR","18_23",-Inf,-2.44220176193595,Inf,-Inf,-2.21460552399853,Inf,4.75564681724846,NA,NA,0,1
"543","BAK","OCC-BAK-008","ACSP","OCC-BAK-008_231",1,6,2018,2018-06-15,0,0,0,0,2,9,2023,2023-03-18,0.002443005,0.00105662,0.128730778,1,"RECR","18_23",-Inf,-2.9760811731234,Inf,-Inf,-2.61207564417262,Inf,4.75564681724846,NA,NA,0,1
"544","BAK","OCC-BAK-008","ACSP","OCC-BAK-008_232",1,6,2018,2018-06-15,0,0,0,0,2,9,2023,2023-03-18,0.011212811,0.00459142,0.32392674,1,"RECR","18_23",-Inf,-2.33805297834279,Inf,-Inf,-1.95028549813195,Inf,4.75564681724846,NA,NA,0,1
"545","BAK","OCC-BAK-008","ACSP","OCC-BAK-008_233",1,6,2018,2018-06-15,0,0,0,0,2,9,2023,2023-03-18,0.000447617,0.00040372,0.080689149,1,"RECR","18_23",-Inf,-3.3939197354188,Inf,-Inf,-3.34909342780501,Inf,4.75564681724846,NA,NA,0,1
"546","BAK","OCC-BAK-008","POCS","OCC-BAK-008_234",1,6,2018,2018-06-15,0,0,0,0,2,9,2023,2023-03-18,0.027845243,0.01133752,0.487365343,1,"RECR","18_23",-Inf,-1.94548193381216,Inf,-Inf,-1.55524898775452,Inf,4.75564681724846,NA,NA,0,1
"547","BAK","OCC-BAK-008","POCS","OCC-BAK-008_235",1,6,2018,2018-06-15,0,0,0,0,2,9,2023,2023-03-18,0.158815973,0.01525162,0.564946073,1,"RECR","18_23",-Inf,-1.81668402387824,Inf,-Inf,-0.799105820316339,Inf,4.75564681724846,NA,NA,0,1
"548","BAK","OCC-BAK-008","ACSP","OCC-BAK-008_236",1,6,2018,2018-06-15,0,0,0,0,2,9,2023,2023-03-18,0.00276085,0.00196122,0.191843477,1,"RECR","18_23",-Inf,-2.70747368658365,Inf,-Inf,-2.55895718841395,Inf,4.75564681724846,NA,NA,0,1
"549","BAK","OCC-BAK-008","ACSP","OCC-BAK-008_237",1,6,2018,2018-06-15,0,0,0,0,2,9,2023,2023-03-18,0.002725871,0.00146592,0.239399827,1,"RECR","18_23",-Inf,-2.83388972990401,Inf,-Inf,-2.56449470070743,Inf,4.75564681724846,NA,NA,0,1
"550","BAK","OCC-BAK-008","ACSP","OCC-BAK-008_238",1,6,2018,2018-06-15,0,0,0,0,2,9,2023,2023-03-18,0.109124449,0.01671542,0.571264832,1,"RECR","18_23",-Inf,-1.77688270663403,Inf,-Inf,-0.962077936155686,Inf,4.75564681724846,NA,NA,0,1
"551","BAK","OCC-BAK-008","ACSP","OCC-BAK-008_239",1,6,2018,2018-06-15,0,0,0,0,2,9,2023,2023-03-18,0.003250683,0.00137852,0.201742977,1,"RECR","18_23",-Inf,-2.86058692863211,Inf,-Inf,-2.48802537995428,Inf,4.75564681724846,NA,NA,0,1
"552","BAK","OCC-BAK-008","ACSP","OCC-BAK-008_240",1,6,2018,2018-06-15,0,0,0,0,2,9,2023,2023-03-18,0.000753661,0.00054502,0.119760213,1,"RECR","18_23",-Inf,-3.2635875606036,Inf,-Inf,-3.12282395775862,Inf,4.75564681724846,NA,NA,0,1
"553","BAK","OCC-BAK-008","ACSP","OCC-BAK-008_241",1,6,2018,2018-06-15,0,0,0,0,2,9,2023,2023-03-18,0.003211274,0.00233362,0.21701505,1,"RECR","18_23",-Inf,-2.63196986180353,Inf,-Inf,-2.49332263694012,Inf,4.75564681724846,NA,NA,0,1
"554","BAK","OCC-BAK-008","ACSP","OCC-BAK-008_242",1,6,2018,2018-06-15,0,0,0,0,2,9,2023,2023-03-18,0.024600394,0.00766592,0.364311515,1,"RECR","18_23",-Inf,-2.11543571726792,Inf,-Inf,-1.60905793717891,Inf,4.75564681724846,NA,NA,0,1
"555","BAK","OCC-BAK-008","ACSP","OCC-BAK-008_243",1,6,2018,2018-06-15,0,0,0,0,2,9,2023,2023-03-18,0.088661734,0.05431398,1.306799548,1,"RECR","18_23",-Inf,-1.26508837196881,Inf,-Inf,-1.05226377924842,Inf,4.75564681724846,NA,NA,0,1
"556","BAK","OCC-BAK-008","POSP","OCC-BAK-008_244",1,6,2018,2018-06-15,0,0,0,0,2,9,2023,2023-03-18,0.063151079,0.01088428,0.686944651,1,"RECR","18_23",-Inf,-1.96320029444733,Inf,-Inf,-1.19961922468517,Inf,4.75564681724846,NA,NA,0,1
"557","BAK","OCC-BAK-008","POSP","OCC-BAK-008_245",1,6,2018,2018-06-15,0,0,0,0,2,9,2023,2023-03-18,0.01096895,0.00020852,0.05606173,1,"RECR","18_23",-Inf,-3.68085228374502,Inf,-Inf,-1.95983494316649,Inf,4.75564681724846,NA,NA,0,1
"558","BAK","OCC-BAK-008","MOSP","OCC-BAK-008_246",1,6,2018,2018-06-15,0,0,0,0,2,9,2023,2023-03-18,0.003734106,0.00078622,0.131073926,1,"RECR","18_23",-Inf,-3.10445591271746,Inf,-Inf,-2.42781335790229,Inf,4.75564681724846,NA,NA,0,1
"559","BAK","OCC-BAK-008","POSP","OCC-BAK-008_247",1,6,2018,2018-06-15,0,0,0,0,2,9,2023,2023-03-18,0.001881609,0.00082142,0.113274936,1,"RECR","18_23",-Inf,-3.08543472711678,Inf,-Inf,-2.72547061830751,Inf,4.75564681724846,NA,NA,0,1
"560","BAK","OCC-BAK-008","POSP","OCC-BAK-008_248",1,6,2018,2018-06-15,0,0,0,0,2,9,2023,2023-03-18,0.000309467,0.00022232,0.069718585,1,"RECR","18_23",-Inf,-3.65302146623068,Inf,-Inf,-3.50938565514792,Inf,4.75564681724846,NA,NA,0,1
"561","BAK","OCC-BAK-008","POSP","OCC-BAK-008_249",1,6,2018,2018-06-15,0,0,0,0,2,9,2023,2023-03-18,0.000364019,0.00026552,0.066890158,1,"RECR","18_23",-Inf,-3.57590276059945,Inf,-Inf,-3.4388759477251,Inf,4.75564681724846,NA,NA,0,1
"562","BAK","OCC-BAK-008","ACSP","OCC-BAK-008_250",1,6,2018,2018-06-15,0,0,0,0,2,9,2023,2023-03-18,0.00688609,0.00275692,0.213600838,1,"RECR","18_23",-Inf,-2.55957583602068,Inf,-Inf,-2.16202730544082,Inf,4.75564681724846,NA,NA,0,1
"563","BAK","OCC-BAK-008","POSP","OCC-BAK-008_251",1,6,2018,2018-06-15,0,0,0,0,2,9,2023,2023-03-18,0.003205786,0.00184362,0.19784348,1,"RECR","18_23",-Inf,-2.73432858919878,Inf,-Inf,-2.49406547203836,Inf,4.75564681724846,NA,NA,0,1
"564","BAK","OCC-BAK-008","ACSP","OCC-BAK-008_252",1,6,2018,2018-06-15,0,0,0,0,2,9,2023,2023-03-18,0.060098588,0.02824652,0.812928833,1,"RECR","18_23",-Inf,-1.54903505007084,Inf,-Inf,-1.22113573150828,Inf,4.75564681724846,NA,NA,0,1
"565","BAK","OCC-BAK-008","POSP","OCC-BAK-008_253",1,6,2018,2018-06-15,0,0,0,0,2,9,2023,2023-03-18,0.004974511,0.00145732,0.174630271,1,"RECR","18_23",-Inf,-2.83644507487721,Inf,-Inf,-2.30324960445382,Inf,4.75564681724846,NA,NA,0,1
"566","BAK","OCC-BAK-008","ACSP","OCC-BAK-008_254",1,6,2018,2018-06-15,0,0,0,0,2,9,2023,2023-03-18,0.027283379,0.01719942,0.55872068,1,"RECR","18_23",-Inf,-1.7644861981533,Inf,-Inf,-1.56410184405302,Inf,4.75564681724846,NA,NA,0,1
"567","BAK","OCC-BAK-008","ACSP","OCC-BAK-008_255",1,6,2018,2018-06-15,0,0,0,0,2,9,2023,2023-03-18,1.000912234,0.25246942,3.364057045,1,"RECR","18_23",-Inf,-0.597791217662265,Inf,-Inf,0.000395997598616826,Inf,4.75564681724846,NA,NA,0,1
"568","BAK","OCC-BAK-008","ACSP","OCC-BAK-008_256",1,6,2018,2018-06-15,0,0,0,0,2,9,2023,2023-03-18,0.113239042,0.00595492,0.327684098,1,"RECR","18_23",-Inf,-2.22512406857112,Inf,-Inf,-0.946003813413907,Inf,4.75564681724846,NA,NA,0,1
"569","BAK","OCC-BAK-008","ACSP","OCC-BAK-008_257",1,6,2018,2018-06-15,0,0,0,0,2,9,2023,2023-03-18,0.406017056,0.02393332,1.06812479,1,"RECR","18_23",-Inf,-1.62099705242422,Inf,-Inf,-0.391455722159019,Inf,4.75564681724846,NA,NA,0,1
"570","BAK","OCC-BAK-008","ACSP","OCC-BAK-008_258",1,6,2018,2018-06-15,0,0,0,0,2,9,2023,2023-03-18,0.377278827,0.1595301,2.420516605,1,"RECR","18_23",-Inf,-0.797157362571715,Inf,-Inf,-0.423337566850641,Inf,4.75564681724846,NA,NA,0,1
"571","BAK","OCC-BAK-008","MOSP","OCC-BAK-008_259",1,6,2018,2018-06-15,0,0,0,0,2,9,2023,2023-03-18,0.001165173,0.00053522,0.093618083,1,"RECR","18_23",-Inf,-3.27146766630273,Inf,-Inf,-2.93360958762733,Inf,4.75564681724846,NA,NA,0,1
"572","BAK","OCC-BAK-008","ACSP","OCC-BAK-008_260",1,6,2018,2018-06-15,0,0,0,0,2,9,2023,2023-03-18,0.174792131,0.01777062,0.88648518,1,"RECR","18_23",-Inf,-1.75029741980969,Inf,-Inf,-0.75747812284694,Inf,4.75564681724846,NA,NA,0,1
"573","BAK","OCC-BAK-008","ACSP","OCC-BAK-008_261",1,6,2018,2018-06-15,0,0,0,0,2,9,2023,2023-03-18,0.263083111,0.14846642,1.992572625,1,"RECR","18_23",-Inf,-0.828371763571225,Inf,-Inf,-0.579907031180484,Inf,4.75564681724846,NA,NA,0,1
"574","BAK","OCC-BAK-008","ACSP","OCC-BAK-008_262",1,6,2018,2018-06-15,0,0,0,0,2,9,2023,2023-03-18,0.277320467,0.09395502,1.655979709,1,"RECR","18_23",-Inf,-1.02708001066664,Inf,-Inf,-0.557018077132748,Inf,4.75564681724846,NA,NA,0,1
"575","BAK","OCC-BAK-008","ACSP","OCC-BAK-008_263",1,6,2018,2018-06-15,0,0,0,0,2,9,2023,2023-03-18,0.253803209,0.08850702,2.198881293,1,"RECR","18_23",-Inf,-1.05302228154677,Inf,-Inf,-0.595502891137366,Inf,4.75564681724846,NA,NA,0,1
"576","BAK","OCC-BAK-008","ACSP","OCC-BAK-008_264",1,6,2018,2018-06-15,0,0,0,0,2,9,2023,2023-03-18,0.52798717,0.13136042,1.988371618,1,"RECR","18_23",-Inf,-0.881535471648273,Inf,-Inf,-0.277376630621304,Inf,4.75564681724846,NA,NA,0,1
"577","BAK","OCC-BAK-008","ACSP","OCC-BAK-008_265",1,6,2018,2018-06-15,0,0,0,0,2,9,2023,2023-03-18,0.087169458,0.02553882,1.140107552,1,"RECR","18_23",-Inf,-1.59279917282544,Inf,-Inf,-1.05963565435093,Inf,4.75564681724846,NA,NA,0,1
"578","BAK","OCC-BAK-008","POSP","OCC-BAK-008_266",1,6,2018,2018-06-15,0,0,0,0,2,9,2023,2023-03-18,0.002737333,0.00102982,0.144245498,1,"RECR","18_23",-Inf,-2.98723867805035,Inf,-Inf,-2.56267236690646,Inf,4.75564681724846,NA,NA,0,1
"579","BAK","OCC-BAK-008","ACSP","OCC-BAK-008_267",1,6,2018,2018-06-15,0,0,0,0,2,9,2023,2023-03-18,0.052532604,0.02207992,0.710703434,1,"RECR","18_23",-Inf,-1.65600250447642,Inf,-Inf,-1.2795710710263,Inf,4.75564681724846,NA,NA,0,1
"580","BAK","OCC-BAK-008","ACSP","OCC-BAK-008_268",1,6,2018,2018-06-15,0,0,0,0,2,9,2023,2023-03-18,0.014988324,0.00865592,0.417625224,1,"RECR","18_23",-Inf,-2.06268676606827,Inf,-Inf,-1.82424692740829,Inf,4.75564681724846,NA,NA,0,1
"581","BAK","OCC-BAK-008","ACSP","OCC-BAK-008_269",1,6,2018,2018-06-15,0,0,0,0,2,9,2023,2023-03-18,0.02510849,0.00615252,0.538193763,1,"RECR","18_23",-Inf,-2.21094696586156,Inf,-Inf,-1.60017940454659,Inf,4.75564681724846,NA,NA,0,1
"582","BAK","OCC-BAK-008","ACSP","OCC-BAK-008_270",1,6,2018,2018-06-15,0,0,0,0,2,9,2023,2023-03-18,0.002185595,0.00063812,0.115032295,1,"RECR","18_23",-Inf,-3.19509764347741,Inf,-Inf,-2.66043031153576,Inf,4.75564681724846,NA,NA,0,1
"583","BAK","OCC-BAK-008","ACSP","OCC-BAK-008_271",1,6,2018,2018-06-15,0,0,0,0,2,9,2023,2023-03-18,0.004242012,0.00244462,0.213701346,1,"RECR","18_23",-Inf,-2.61178863949701,Inf,-Inf,-2.37242810726538,Inf,4.75564681724846,NA,NA,0,1
"584","BAK","OCC-BAK-008","ACSP","OCC-BAK-008_272",1,6,2018,2018-06-15,0,0,0,0,2,9,2023,2023-03-18,0.064971778,0.01987882,1.155019237,1,"RECR","18_23",-Inf,-1.70160939874647,Inf,-Inf,-1.18727524828738,Inf,4.75564681724846,NA,NA,0,1
"585","BAK","OCC-BAK-008","ACSP","OCC-BAK-008_273",1,6,2018,2018-06-15,0,0,0,0,2,9,2023,2023-03-18,0.06718772,0.00806172,0.486193763,1,"RECR","18_23",-Inf,-2.09357228985534,Inf,-Inf,-1.1727100963447,Inf,4.75564681724846,NA,NA,0,1
"586","BAK","OCC-BAK-008","POSP","OCC-BAK-008_274",1,6,2018,2018-06-15,0,0,0,0,2,9,2023,2023-03-18,0.058838514,0.00785138,0.569246165,1,"RECR","18_23",-Inf,-2.10505400265455,Inf,-Inf,-1.23033830415915,Inf,4.75564681724846,NA,NA,0,1
"587","BAK","OCC-BAK-008","ACSP","OCC-BAK-008_275",1,6,2018,2018-06-15,0,0,0,0,2,9,2023,2023-03-18,0.023370598,0.01852842,0.936710568,1,"RECR","18_23",-Inf,-1.73216161330591,Inf,-Inf,-1.6313301748659,Inf,4.75564681724846,NA,NA,0,1
"588","BAK","OCC-BAK-008","ACSP","OCC-BAK-008_276",1,6,2018,2018-06-15,0,0,0,0,2,9,2023,2023-03-18,0.005622866,0.00513892,0.57164961,1,"RECR","18_23",-Inf,-2.28912814312996,Inf,-Inf,-2.25004226615341,Inf,4.75564681724846,NA,NA,0,1
"589","BAK","OCC-BAK-008","ACSP","OCC-BAK-008_277",1,6,2018,2018-06-15,0,0,0,0,2,9,2023,2023-03-18,0.123306074,0.02693052,0.969556248,1,"RECR","18_23",-Inf,-1.56975526073813,Inf,-Inf,-0.909015529732646,Inf,4.75564681724846,NA,NA,0,1
"590","FFS","OCC-FFS-002","MOSP","OCC-FFS-002_026",0,1,2013,2013-09-08,0.00111963,0.00074862,0.113760217,1,1,4,2016,2016-09-25,0,0,0,0,"MORT","13_16",-3.12573857453176,-Inf,-Inf,-2.95092547331779,-Inf,-Inf,3.04722792607803,-Inf,-Inf,1,0
"591","FFS","OCC-FFS-002","POSP","OCC-FFS-002_027",0,1,2013,2013-09-08,0.000497268,0.00023692,0.065375442,1,1,4,2016,2016-09-25,0,0,0,0,"MORT","13_16",-3.62539827603109,-Inf,-Inf,-3.30340948742085,-Inf,-Inf,3.04722792607803,-Inf,-Inf,1,0
"592","FFS","OCC-FFS-002","POSP","OCC-FFS-002_028",0,1,2013,2013-09-08,0.001232707,0.00049022,0.116103363,1,1,4,2016,2016-09-25,0,0,0,0,"MORT","13_16",-3.30960897437229,-Inf,-Inf,-2.90914013784442,-Inf,-Inf,3.04722792607803,-Inf,-Inf,1,0
"593","FFS","OCC-FFS-002","POSP","OCC-FFS-002_029",0,1,2013,2013-09-08,0.001364158,0.00054122,0.107760216,1,1,4,2016,2016-09-25,0,0,0,0,"MORT","13_16",-3.26662616305529,-Inf,-Inf,-2.86513532575417,-Inf,-Inf,3.04722792607803,-Inf,-Inf,1,0
"594","FFS","OCC-FFS-002","POSP","OCC-FFS-002_030",0,1,2013,2013-09-08,0.001999888,0.00071052,0.129316564,1,1,4,2016,2016-09-25,0,0,0,0,"MORT","13_16",-3.14842369287038,-Inf,-Inf,-2.698994325508,-Inf,-Inf,3.04722792607803,-Inf,-Inf,1,0
"595","FFS","OCC-FFS-002","POSP","OCC-FFS-002_031",0,1,2013,2013-09-08,0.006179862,0.00276252,0.276713536,1,1,4,2016,2016-09-25,0,0,0,0,"MORT","13_16",-2.55869456910477,-Inf,-Inf,-2.20902122285741,-Inf,-Inf,3.04722792607803,-Inf,-Inf,1,0
"596","FFS","OCC-FFS-002","POSP","OCC-FFS-002_032",0,1,2013,2013-09-08,0.001713107,0.00105102,0.147216059,1,1,4,2016,2016-09-25,0,0,0,0,"MORT","13_16",-2.97838901964541,-Inf,-Inf,-2.76621551032211,-Inf,-Inf,3.04722792607803,-Inf,-Inf,1,0
"597","FFS","OCC-FFS-002","POSP","OCC-FFS-002_033",0,1,2013,2013-09-08,0.000230906,0.00013502,0.047333811,1,1,4,2016,2016-09-25,0,0,0,0,"MORT","13_16",-3.8696018963472,-Inf,-Inf,-3.6365647819679,-Inf,-Inf,3.04722792607803,-Inf,-Inf,1,0
"598","FFS","OCC-FFS-002","POSP","OCC-FFS-002_034",0,1,2013,2013-09-08,0.000345008,0.00023512,0.06089016,1,1,4,2016,2016-09-25,0,0,0,0,"MORT","13_16",-3.62871042693544,-Inf,-Inf,-3.4621708344468,-Inf,-Inf,3.04722792607803,-Inf,-Inf,1,0
"599","FFS","OCC-FFS-002","MOSP","OCC-FFS-002_035",0,1,2013,2013-09-08,0.00697746,0.00263242,0.251500329,1,1,4,2016,2016-09-25,0.002052613,0.00104492,0.201115555,1,"GROW","13_16",-2.57964481827599,-2.98091695825007,-0.401272139974081,-2.15630264453178,-2.68769292486597,-0.531390280334187,3.04722792607803,-2.7113291391435,-2.33068746024792,0,1
"600","FFS","OCC-FFS-002","MOSP","OCC-FFS-002_035",1,4,2016,2016-09-25,0.002052613,0.00104492,0.201115555,1,2,7,2019,2019-08-29,0.039758127,0.00082742,0.152387633,1,"GROW","16_19",-2.98091695825007,-3.08227398575539,-0.101357027505322,-2.68769292486597,-1.40057408334728,1.28711884151869,2.92402464065708,-3.01558049223539,-2.2475055120713,0,1
"601","FFS","OCC-FFS-002","MOSP","OCC-FFS-002_035",2,7,2019,2019-08-29,0.039758127,0.00082742,0.152387633,1,3,10,2024,2024-08-11,0,0,0,0,"MORT","19_24",-3.08227398575539,-Inf,-Inf,-1.40057408334728,-Inf,-Inf,4.95277207392197,-Inf,-Inf,1,0
"602","FFS","OCC-FFS-002","MOSP","OCC-FFS-002_036",0,1,2013,2013-09-08,0.004525014,0.00268032,0.237885111,1,1,4,2016,2016-09-25,0.006221251,0.00368392,0.326027245,1,"GROW","13_16",-2.57181335300931,-2.43368980951096,0.138123543498344,-2.34438007278732,-2.20612227643969,0.13825779634763,3.04722792607803,-2.52648574810116,-2.29900841050882,0,1
"603","FFS","OCC-FFS-002","MOSP","OCC-FFS-002_036",1,4,2016,2016-09-25,0.006221251,0.00368392,0.326027245,1,2,7,2019,2019-08-29,0.001118472,0.00182092,0.203600837,1,"GROW","16_19",-2.43368980951096,-2.73970913400835,-0.306019324497384,-2.20612227643969,-2.95137488362609,-0.745252607186402,2.92402464065708,-2.53834669927938,-2.46099448128504,0,1
"604","FFS","OCC-FFS-002","MOSP","OCC-FFS-002_036",2,7,2019,2019-08-29,0.001118472,0.00182092,0.203600837,1,3,10,2024,2024-08-11,NA,NA,NA,1,"GROW","19_24",-2.73970913400835,NA,NA,-2.95137488362609,NA,NA,4.95277207392197,NA,NA,0,1
"605","FFS","OCC-FFS-002","POSP","OCC-FFS-002_037",0,1,2013,2013-09-08,0.003375542,0.0019596,0.22234886,1,1,4,2016,2016-09-25,0,0,0,0,"MORT","13_16",-2.70783256921571,-Inf,-Inf,-2.47165648395578,-Inf,-Inf,3.04722792607803,-Inf,-Inf,1,0
"606","FFS","OCC-FFS-002","POSP","OCC-FFS-002_038",0,1,2013,2013-09-08,0.012317514,0.00332432,0.254571402,1,1,4,2016,2016-09-25,0,0,0,0,"MORT","13_16",-2.47829717756388,-Inf,-Inf,-1.90947693543671,-Inf,-Inf,3.04722792607803,-Inf,-Inf,1,0
"607","FFS","OCC-FFS-002","POSP","OCC-FFS-002_039",0,1,2013,2013-09-08,0.001081955,0.00045782,0.115902353,1,1,4,2016,2016-09-25,0,0,0,0,"MORT","13_16",-3.33930523896617,-Inf,-Inf,-2.96579080176004,-Inf,-Inf,3.04722792607803,-Inf,-Inf,1,0
"608","FFS","OCC-FFS-002","POSP","OCC-FFS-002_040",0,1,2013,2013-09-08,0.004754757,0.00133572,0.152287129,1,1,4,2016,2016-09-25,0,0,0,0,"MORT","13_16",-2.87428457120141,-Inf,-Inf,-2.32287167352274,-Inf,-Inf,3.04722792607803,-Inf,-Inf,1,0
"609","FFS","OCC-FFS-002","MOSP","OCC-FFS-002_041",0,1,2013,2013-09-08,0.000670468,0.00043822,0.107760214,1,1,4,2016,2016-09-25,0,0,0,0,"MORT","13_16",-3.35830780548041,-Inf,-Inf,-3.17362194526214,-Inf,-Inf,3.04722792607803,-Inf,-Inf,1,0
"610","FFS","OCC-FFS-002","POSP","OCC-FFS-002_042",0,1,2013,2013-09-08,0.000447776,0.00020942,0.059961225,1,1,4,2016,2016-09-25,0,0,0,0,"MORT","13_16",-3.67898184474473,-Inf,-Inf,-3.34893918754772,-Inf,-Inf,3.04722792607803,-Inf,-Inf,1,0
"611","FFS","OCC-FFS-002","MOSP","OCC-FFS-002_043",0,1,2013,2013-09-08,0.000674122,0.00038342,0.08410336,1,1,4,2016,2016-09-25,0,0,0,0,"MORT","13_16",-3.41632523714628,-Inf,-Inf,-3.17126149941113,-Inf,-Inf,3.04722792607803,-Inf,-Inf,1,0
"612","FFS","OCC-FFS-002","MOSP","OCC-FFS-002_044",0,1,2013,2013-09-08,0.001412462,0.00116962,0.142931787,1,1,4,2016,2016-09-25,0,0,0,0,"MORT","13_16",-2.93195521407348,-Inf,-Inf,-2.85002322734025,-Inf,-Inf,3.04722792607803,-Inf,-Inf,1,0
"613","FFS","OCC-FFS-002","MOSP","OCC-FFS-002_045",0,1,2013,2013-09-08,0.000383076,0.00018452,0.05606173,1,1,4,2016,2016-09-25,0,0,0,0,"MORT","13_16",-3.73395655406377,-Inf,-Inf,-3.41671505604111,-Inf,-Inf,3.04722792607803,-Inf,-Inf,1,0
"614","FFS","OCC-FFS-002","POSP","OCC-FFS-002_046",0,1,2013,2013-09-08,0.000323909,0.00024032,0.059718585,1,1,4,2016,2016-09-25,0,0,0,0,"MORT","13_16",-3.61921008467593,-Inf,-Inf,-3.48957698469734,-Inf,-Inf,3.04722792607803,-Inf,-Inf,1,0
"615","FFS","OCC-FFS-002","POSP","OCC-FFS-002_047",0,1,2013,2013-09-08,0.000251063,0.00020372,0.054890158,1,1,4,2016,2016-09-25,0,0,0,0,"MORT","13_16",-3.69096633249586,-Inf,-Inf,-3.60021728601203,-Inf,-Inf,3.04722792607803,-Inf,-Inf,1,0
"616","FFS","OCC-FFS-002","POSP","OCC-FFS-002_048",0,1,2013,2013-09-08,0.000755913,0.00046252,0.091860722,1,1,4,2016,2016-09-25,0,0,0,0,"MORT","13_16",-3.33486948302908,-Inf,-Inf,-3.12152818570799,-Inf,-Inf,3.04722792607803,-Inf,-Inf,1,0
"617","FFS","OCC-FFS-002","POSP","OCC-FFS-002_049",0,1,2013,2013-09-08,0.000331441,0.00022932,0.058890162,1,1,4,2016,2016-09-25,0,0,0,0,"MORT","13_16",-3.63955806689736,-Inf,-Inf,-3.47959376938564,-Inf,-Inf,3.04722792607803,-Inf,-Inf,1,0
"618","FFS","OCC-FFS-002","POSP","OCC-FFS-002_050",0,1,2013,2013-09-08,0.000561971,0.00036502,0.088103363,1,1,4,2016,2016-09-25,0.000329844,0.00031092,0.074547015,1,"GROW","13_16",-3.43768333923756,-3.50735134096655,-0.0696680017289899,-3.25028609522264,-3.48169141150953,-0.231405316286891,3.04722792607803,-3.46054608643569,-3.32622571047312,0,1
"619","FFS","OCC-FFS-002","POSP","OCC-FFS-002_050",1,4,2016,2016-09-25,0.000329844,0.00031092,0.074547015,1,2,7,2019,2019-08-29,0,0,0,0,"MORT","16_19",-3.50735134096655,-Inf,-Inf,-3.48169141150953,-Inf,-Inf,2.92402464065708,-Inf,-Inf,1,0
"620","FFS","OCC-FFS-002","POSP","OCC-FFS-002_051",0,1,2013,2013-09-08,0.002208619,0.00160832,0.171257689,1,1,4,2016,2016-09-25,0.002393263,0.00168912,0.225742973,1,"GROW","13_16",-2.79362753742354,-2.77233949578922,0.0212880416343153,-2.65587919606552,-2.62100957335789,0.0348696227076353,3.04722792607803,-2.78664150219718,-2.64443613254893,0,1
"621","FFS","OCC-FFS-002","POSP","OCC-FFS-002_051",1,4,2016,2016-09-25,0.002393263,0.00168912,0.225742973,1,2,7,2019,2019-08-29,0,0,0,0,"MORT","16_19",-2.77233949578922,-Inf,-Inf,-2.62100957335789,-Inf,-Inf,2.92402464065708,-Inf,-Inf,1,0
"622","FFS","OCC-FFS-002","POSP","OCC-FFS-002_052",0,1,2013,2013-09-08,0.001130772,0.00089132,0.12048814,1,1,4,2016,2016-09-25,0,0,0,0,"MORT","13_16",-3.049966348394,-Inf,-Inf,-2.94662495398164,-Inf,-Inf,3.04722792607803,-Inf,-Inf,1,0
