"Island","Site","Genus","Site_Genet","TP_ID_STA","Year_STA","TL_Date_STA","Surface_Area_STA","Shape_Area_STA","Shape_Leng_STA","nPatches_STA","TP_ID_END","Year_END","TL_Date_END","Surface_Area_END","Shape_Area_END","Shape_Leng_END","nPatches_END","TransitionTypeSimple","Interval","l10_Area_STA","l10_Area_END","l10TransitionMagnitude","l10_Surface_Area_STA","l10_Surface_Area_END","l10STransitionMagnitude","Interval_Years","l10_Area_ENDann","l10_Surface_Area_ENDann","Mortality","Survival","REGION"
"TAU","OCC-TAU-002","MOSP","OCC-TAU-002_247",2,2018,"2018-07-12",0.1150322,0.090007875,6.165770164,1,3,2023,"2023-08-01",0.030762032,0.022904655,2.225315405,8,"GROW","18_23",-1.04571949145595,-1.64007624537337,-0.594356753917421,-0.939180574212622,-1.51198498040376,-0.572804406191142,5.05407255304586,-1.16331906045288,-1.05251579055136,0,1,"SAMOA"
"TAU","OCC-TAU-002","ACSP","OCC-TAU-002_248",2,2018,"2018-07-12",0.005198218,0.002389415,0.217187296,1,3,2023,"2023-08-01",0,0,0,0,"MORT","18_23",-2.6217084142696,-Inf,-Inf,-2.28414551125059,-Inf,-Inf,5.05407255304586,-Inf,-Inf,1,0,"SAMOA"
"TAU","OCC-TAU-002","ACSP","OCC-TAU-002_249",2,2018,"2018-07-12",0.00306378,0.001470065,0.168405543,1,3,2023,"2023-08-01",0,0,0,0,"MORT","18_23",-2.83266346217888,-Inf,-Inf,-2.51374242318314,-Inf,-Inf,5.05407255304586,-Inf,-Inf,1,0,"SAMOA"
"TAU","OCC-TAU-002","ACSP","OCC-TAU-002_250",2,2018,"2018-07-12",0.001187956,0.00088268,0.122593501,1,3,2023,"2023-08-01",0,0,0,0,"MORT","18_23",-3.05419671366194,-Inf,-Inf,-2.92519964463351,-Inf,-Inf,5.05407255304586,-Inf,-Inf,1,0,"SAMOA"
"TAU","OCC-TAU-002","ACSP","OCC-TAU-002_251",2,2018,"2018-07-12",0.024535718,0.01097154,0.468810834,1,3,2023,"2023-08-01",0,0,0,0,"MORT","18_23",-1.95973240920181,-Inf,-Inf,-1.61020122853795,-Inf,-Inf,5.05407255304586,-Inf,-Inf,1,0,"SAMOA"
"TAU","OCC-TAU-002","ACSP","OCC-TAU-002_252",2,2018,"2018-07-12",0.000401722,0.00031404,0.071719406,1,3,2023,"2023-08-01",0,0,0,0,"MORT","18_23",-3.50301503131249,-Inf,-Inf,-3.39607438380984,-Inf,-Inf,5.05407255304586,-Inf,-Inf,1,0,"SAMOA"
"TAU","OCC-TAU-002","ACSP","OCC-TAU-002_253",2,2018,"2018-07-12",0.004207222,0.00262751,0.264760043,1,3,2023,"2023-08-01",0,0,0,0,"MORT","18_23",-2.58045562242187,-Inf,-Inf,-2.37600457121779,-Inf,-Inf,5.05407255304586,-Inf,-Inf,1,0,"SAMOA"
"TAU","OCC-TAU-002","ACSP","OCC-TAU-002_254",2,2018,"2018-07-12",0.005736021,0.00154082,0.155716849,1,3,2023,"2023-08-01",0,0,0,0,"MORT","18_23",-2.8122480929965,-Inf,-Inf,-2.24138926735291,-Inf,-Inf,5.05407255304586,-Inf,-Inf,1,0,"SAMOA"
"TAU","OCC-TAU-002","ACSP","OCC-TAU-002_255",2,2018,"2018-07-12",0.006185711,0.00372471,0.248873383,1,3,2023,"2023-08-01",0.079355651,0.02490764,0.763359136,1,"GROW","18_23",-2.42890753507745,-1.60366741993568,0.825240115141778,-2.20861037434855,-1.10042214123765,1.1081882331109,5.05407255304586,-2.26562532919688,-1.98934398640502,0,1,"SAMOA"
"TAU","OCC-TAU-002","ACSP","OCC-TAU-002_256",2,2018,"2018-07-12",0.002501474,0.001644885,0.206800242,1,3,2023,"2023-08-01",0,0,0,0,"MORT","18_23",-2.78386445978772,-Inf,-Inf,-2.60180400675827,-Inf,-Inf,5.05407255304586,-Inf,-Inf,1,0,"SAMOA"
"TAU","OCC-TAU-002","ACSP","OCC-TAU-002_257",2,2018,"2018-07-12",0.001328106,0.0009159,0.118718705,1,3,2023,"2023-08-01",0,0,0,0,"MORT","18_23",-3.03815194098168,-Inf,-Inf,-2.8767672612798,-Inf,-Inf,5.05407255304586,-Inf,-Inf,1,0,"SAMOA"
"TAU","OCC-TAU-002","ACSP","OCC-TAU-002_258",2,2018,"2018-07-12",0.00204518,0.00123464,0.146548037,1,3,2023,"2023-08-01",0,0,0,0,"MORT","18_23",-2.90845965682147,-Inf,-Inf,-2.68926846292971,-Inf,-Inf,5.05407255304586,-Inf,-Inf,1,0,"SAMOA"
"TAU","OCC-TAU-002","POSP","OCC-TAU-002_259",2,2018,"2018-07-12",0.088173274,0.058426555,3.701032472,1,3,2023,"2023-08-01",0.022908869,0.014248595,1.544876734,8,"GROW","18_23",-1.23338972020347,-1.84622795767863,-0.61283823747516,-1.05466303293195,-1.639996351194,-0.585333318262053,5.05407255304586,-1.35464603994226,-1.17047722279935,0,1,"SAMOA"
"TAU","OCC-TAU-002","MOSP","OCC-TAU-002_260",2,2018,"2018-07-12",0.05494614,0.030191845,1.71169171,1,3,2023,"2023-08-01",0.018890669,0.014779875,1.289125252,3,"GROW","18_23",-1.52011034677034,-1.83032923894795,-0.310218892177602,-1.26006281162233,-1.72375266156659,-0.463689849944263,5.05407255304586,-1.58149033071827,-1.35180859585426,0,1,"SAMOA"
"TAU","OCC-TAU-002","ACSP","OCC-TAU-002_261",2,2018,"2018-07-12",0.002451587,0.001336035,0.151486793,1,3,2023,"2023-08-01",0,0,0,0,"MORT","18_23",-2.8741821645343,-Inf,-Inf,-2.61055269024179,-Inf,-Inf,5.05407255304586,-Inf,-Inf,1,0,"SAMOA"
"TAU","OCC-TAU-002","ACSP","OCC-TAU-002_262",2,2018,"2018-07-12",0.002955399,0.00174293,0.168192666,1,3,2023,"2023-08-01",0,0,0,0,"MORT","18_23",-2.75872005478571,-Inf,-Inf,-2.52938387796361,-Inf,-Inf,5.05407255304586,-Inf,-Inf,1,0,"SAMOA"
"TAU","OCC-TAU-002","ACSP","OCC-TAU-002_263",2,2018,"2018-07-12",0.003399814,0.00171705,0.17398602,1,3,2023,"2023-08-01",0.035071381,0.012267535,0.601671509,1,"GROW","18_23",-2.76521705812509,-1.91124269427754,0.85397436384755,-2.46854484207047,-1.45504713263943,1.01349770943104,5.05407255304586,-2.59624948694669,-2.26801394371202,0,1,"SAMOA"
"TAU","OCC-TAU-002","ACSP","OCC-TAU-002_264",2,2018,"2018-07-12",0.00340836,0.00268374,0.203920388,1,3,2023,"2023-08-01",0.045811293,0.02841297,0.701829002,1,"GROW","18_23",-2.57125956079618,-1.54648336722058,1.02477619357561,-2.46745454015054,-1.33902745031428,1.12842708983626,5.05407255304586,-2.36849709887663,-2.24418368719133,0,1,"SAMOA"
"TAU","OCC-TAU-002","ACSP","OCC-TAU-002_265",2,2018,"2018-07-12",0.004661854,0.003625495,0.25367382,1,3,2023,"2023-08-01",0,0,0,0,"MORT","18_23",-2.44063268948134,-Inf,-Inf,-2.33144133184231,-Inf,-Inf,5.05407255304586,-Inf,-Inf,1,0,"SAMOA"
"TAU","OCC-TAU-002","ACSP","OCC-TAU-002_266",2,2018,"2018-07-12",0.00125042,0.00076503,0.107018902,1,3,2023,"2023-08-01",0,0,0,0,"MORT","18_23",-3.11632153402417,-Inf,-Inf,-2.90294408855559,-Inf,-Inf,5.05407255304586,-Inf,-Inf,1,0,"SAMOA"
"TAU","OCC-TAU-002","ACSP","OCC-TAU-002_267",2,2018,"2018-07-12",0.01796696,0.004437145,0.334329062,1,3,2023,"2023-08-01",0,0,0,0,"MORT","18_23",-2.35289637888522,-Inf,-Inf,-1.74552539906865,-Inf,-Inf,5.05407255304586,-Inf,-Inf,1,0,"SAMOA"
"TAU","OCC-TAU-002","ACSP","OCC-TAU-002_268",2,2018,"2018-07-12",0.002058046,0.00129602,0.140513778,1,3,2023,"2023-08-01",0,0,0,0,"MORT","18_23",-2.8873882964418,-Inf,-Inf,-2.6865449224196,-Inf,-Inf,5.05407255304586,-Inf,-Inf,1,0,"SAMOA"
"TAU","OCC-TAU-002","ACSP","OCC-TAU-002_269",2,2018,"2018-07-12",0.004877029,0.00272048,0.224746868,1,3,2023,"2023-08-01",0,0,0,0,"MORT","18_23",-2.56535446252469,-Inf,-Inf,-2.31184466198019,-Inf,-Inf,5.05407255304586,-Inf,-Inf,1,0,"SAMOA"
"TAU","OCC-TAU-002","ACSP","OCC-TAU-002_270",2,2018,"2018-07-12",0.03485552,0.01815059,0.662807186,1,3,2023,"2023-08-01",0,0,0,0,"MORT","18_23",-1.74110925329565,-Inf,-Inf,-1.45772843375817,-Inf,-Inf,5.05407255304586,-Inf,-Inf,1,0,"SAMOA"
"TAU","OCC-TAU-002","ACSP","OCC-TAU-002_271",2,2018,"2018-07-12",0.002138742,0.00118111,0.142709185,1,3,2023,"2023-08-01",0,0,0,0,"MORT","18_23",-2.92770965347171,-Inf,-Inf,-2.66984160193353,-Inf,-Inf,5.05407255304586,-Inf,-Inf,1,0,"SAMOA"
"TAU","OCC-TAU-002","ACSP","OCC-TAU-002_272",2,2018,"2018-07-12",0.002839032,0.00139403,0.16204959,1,3,2023,"2023-08-01",0,0,0,0,"MORT","18_23",-2.8557278799724,-Inf,-Inf,-2.54682971231912,-Inf,-Inf,5.05407255304586,-Inf,-Inf,1,0,"SAMOA"
"TAU","OCC-TAU-002","ACSP","OCC-TAU-002_273",2,2018,"2018-07-12",0.002824262,0.00189783,0.185373275,1,3,2023,"2023-08-01",0,0,0,0,"MORT","18_23",-2.72174269252439,-Inf,-Inf,-2.54909501729576,-Inf,-Inf,5.05407255304586,-Inf,-Inf,1,0,"SAMOA"
"TAU","OCC-TAU-002","MOSP","OCC-TAU-002_274",2,2018,"2018-07-12",0.056050603,0.04285917,2.133584613,1,3,2023,"2023-08-01",0.02156718,0.01218526,1.062495416,2,"GROW","18_23",-1.36795624365141,-1.91416519972828,-0.546208956076876,-1.25141971084485,-1.66620663702557,-0.414786926180721,5.05407255304586,-1.47602927789143,-1.33348955092476,0,1,"SAMOA"
"TAU","OCC-TAU-002","ACSP","OCC-TAU-002_275",2,2018,"2018-07-12",0.000825978,0.000658465,0.107560681,1,3,2023,"2023-08-01",0.031799407,0.01506042,0.595234852,1,"GROW","18_23",-3.18146730454553,-1.8221629165059,1.35930438803963,-3.08303151999904,-1.49758097872717,1.58545054127187,5.05407255304586,-2.91251501433347,-2.76933389800578,0,1,"SAMOA"
"TAU","OCC-TAU-002","ACSP","OCC-TAU-002_276",2,2018,"2018-07-12",0.001933081,0.0012503,0.139378454,1,3,2023,"2023-08-01",0.060877599,0.027650475,0.76041583,1,"GROW","18_23",-2.90298576882197,-1.55829740366825,1.34468836515371,-2.71374994777382,-1.21554248438488,1.49820746338894,5.05407255304586,-2.63692540838188,-2.41731426196515,0,1,"SAMOA"
"TAU","OCC-TAU-002","ACSP","OCC-TAU-002_277",2,2018,"2018-07-12",0.006628361,0.00543278,0.291675332,1,3,2023,"2023-08-01",0,0,0,0,"MORT","18_23",-2.26497788133118,-Inf,-Inf,-2.17859384665606,-Inf,-Inf,5.05407255304586,-Inf,-Inf,1,0,"SAMOA"
"TAU","OCC-TAU-002","ACSP","OCC-TAU-002_278",2,2018,"2018-07-12",0.001813454,0.00129636,0.142619101,1,3,2023,"2023-08-01",0,0,0,0,"MORT","18_23",-2.88727437786143,-Inf,-Inf,-2.7414934562399,-Inf,-Inf,5.05407255304586,-Inf,-Inf,1,0,"SAMOA"
"TAU","OCC-TAU-002","ACSP","OCC-TAU-002_279",2,2018,"2018-07-12",0.003887296,0.002243575,0.193487916,1,3,2023,"2023-08-01",0,0,0,0,"MORT","18_23",-2.64905940794873,-Inf,-Inf,-2.41035238855005,-Inf,-Inf,5.05407255304586,-Inf,-Inf,1,0,"SAMOA"
"TAU","OCC-TAU-002","ACSP","OCC-TAU-002_280",2,2018,"2018-07-12",0.074249792,0.037135505,0.901697495,1,3,2023,"2023-08-01",0,0,0,0,"MORT","18_23",-1.43021066580461,-Inf,-Inf,-1.12930475862191,-Inf,-Inf,5.05407255304586,-Inf,-Inf,1,0,"SAMOA"
"TAU","OCC-TAU-002","ACSP","OCC-TAU-002_281",2,2018,"2018-07-12",0.002800577,0.00210926,0.184517575,1,3,2023,"2023-08-01",0,0,0,0,"MORT","18_23",-2.67586988322608,-Inf,-Inf,-2.55275248219346,-Inf,-Inf,5.05407255304586,-Inf,-Inf,1,0,"SAMOA"
"TAU","OCC-TAU-002","ACSP","OCC-TAU-002_282",2,2018,"2018-07-12",0.002931217,0.00181164,0.173274746,1,3,2023,"2023-08-01",0,0,0,0,"MORT","18_23",-2.74192809890347,-Inf,-Inf,-2.53295202925379,-Inf,-Inf,5.05407255304586,-Inf,-Inf,1,0,"SAMOA"
"TAU","OCC-TAU-002","ACSP","OCC-TAU-002_283",2,2018,"2018-07-12",0.001784968,0.001152375,0.130588824,1,3,2023,"2023-08-01",0,0,0,0,"MORT","18_23",-2.9384061720159,-Inf,-Inf,-2.74836956529296,-Inf,-Inf,5.05407255304586,-Inf,-Inf,1,0,"SAMOA"
"TAU","OCC-TAU-002","ACSP","OCC-TAU-002_284",2,2018,"2018-07-12",0.001169385,0.000718575,0.114744727,1,3,2023,"2023-08-01",0,0,0,0,"MORT","18_23",-3.14352789644241,-Inf,-Inf,-2.93204248126922,-Inf,-Inf,5.05407255304586,-Inf,-Inf,1,0,"SAMOA"
"TAU","OCC-TAU-002","ACSP","OCC-TAU-002_285",2,2018,"2018-07-12",0.001528941,0.0011745,0.144906861,1,3,2023,"2023-08-01",0.028767094,0.01491038,0.532969137,1,"GROW","18_23",-2.93014697888638,-1.82651128814995,1.10363569073643,-2.81560927316768,-1.54110400753991,1.27450526562777,5.05407255304586,-2.71178135806217,-2.56343535752816,0,1,"SAMOA"
"TAU","OCC-TAU-002","ACSP","OCC-TAU-002_286",2,2018,"2018-07-12",0.003016763,0.00166879,0.165489587,1,3,2023,"2023-08-01",0,0,0,0,"MORT","18_23",-2.77759831136112,-Inf,-Inf,-2.52045880710548,-Inf,-Inf,5.05407255304586,-Inf,-Inf,1,0,"SAMOA"
"TAU","OCC-TAU-002","ACSP","OCC-TAU-002_287",2,2018,"2018-07-12",0.002506013,0.001813665,0.187858671,1,3,2023,"2023-08-01",0,0,0,0,"MORT","18_23",-2.7414429279083,-Inf,-Inf,-2.60101668042342,-Inf,-Inf,5.05407255304586,-Inf,-Inf,1,0,"SAMOA"
"TAU","OCC-TAU-002","ACSP","OCC-TAU-002_288",2,2018,"2018-07-12",0.000533673,0.00044749,0.085432295,1,3,2023,"2023-08-01",0,0,0,0,"MORT","18_23",-3.34921666536113,-Inf,-Inf,-3.27272476880524,-Inf,-Inf,5.05407255304586,-Inf,-Inf,1,0,"SAMOA"
"TAU","OCC-TAU-002","ACSP","OCC-TAU-002_289",2,2018,"2018-07-12",0.000883689,0.00071328,0.107890694,1,3,2023,"2023-08-01",0,0,0,0,"MORT","18_23",-3.14673995319986,-Inf,-Inf,-3.05370055099163,-Inf,-Inf,5.05407255304586,-Inf,-Inf,1,0,"SAMOA"
"TAU","OCC-TAU-002","ACSP","OCC-TAU-002_290",2,2018,"2018-07-12",0.011269446,0.00716691,0.351013932,1,3,2023,"2023-08-01",0.033418673,0.013689045,0.574003575,1,"GROW","18_23",-2.14466804924175,-1.863626848849,0.281041200392742,-1.94809743311598,-1.47601079921281,0.472086633903173,5.05407255304586,-2.08906117034497,-1.85469025920854,0,1,"SAMOA"
"TAU","OCC-TAU-002","ACSP","OCC-TAU-002_291",2,2018,"2018-07-12",0.083068835,0.051145985,1.354868117,1,3,2023,"2023-08-01",0,0,0,0,"MORT","18_23",-1.29118845307174,-Inf,-Inf,-1.08056188026089,-Inf,-Inf,5.05407255304586,-Inf,-Inf,1,0,"SAMOA"
"TAU","OCC-TAU-002","ACSP","OCC-TAU-002_292",2,2018,"2018-07-12",0.002919668,0.00200137,0.223963308,1,3,2023,"2023-08-01",0.018892451,0.010006255,0.428368445,1,"GROW","18_23",-2.69867261446032,-1.99972843372507,0.698944180735252,-2.53466653004661,-1.72371169550729,0.810954834539321,5.05407255304586,-2.56037935226447,-2.37421081319098,0,1,"SAMOA"
"TAU","OCC-TAU-002","ACSP","OCC-TAU-002_293",2,2018,"2018-07-12",0.000503213,0.00032027,0.074578495,1,3,2023,"2023-08-01",0,0,0,0,"MORT","18_23",-3.49448374021426,-Inf,-Inf,-3.29824814785822,-Inf,-Inf,5.05407255304586,-Inf,-Inf,1,0,"SAMOA"
"TAU","OCC-TAU-002","ACSP","OCC-TAU-002_294",2,2018,"2018-07-12",0.000604578,0.000479695,0.087875869,1,3,2023,"2023-08-01",0,0,0,0,"MORT","18_23",-3.31903480828775,-Inf,-Inf,-3.21854766042059,-Inf,-Inf,5.05407255304586,-Inf,-Inf,1,0,"SAMOA"
"TAU","OCC-TAU-002","ACSP","OCC-TAU-002_295",2,2018,"2018-07-12",0.002775968,0.00177264,0.175334836,1,3,2023,"2023-08-01",0,0,0,0,"MORT","18_23",-2.75137945497343,-Inf,-Inf,-2.55658554452249,-Inf,-Inf,5.05407255304586,-Inf,-Inf,1,0,"SAMOA"
"TAU","OCC-TAU-002","ACSP","OCC-TAU-002_296",2,2018,"2018-07-12",0.006577691,0.003672335,0.258444761,1,3,2023,"2023-08-01",0.018134341,0.01005303,0.448671683,1,"GROW","18_23",-2.43505770818558,-1.99770302143243,0.437354686753149,-2.1819265322135,-1.74149822201152,0.440428310201977,5.05407255304586,-2.34852260561971,-2.09478328177944,0,1,"SAMOA"
"TAU","OCC-TAU-002","ACSP","OCC-TAU-002_297",2,2018,"2018-07-12",0.001199062,0.00080923,0.125403678,1,3,2023,"2023-08-01",0,0,0,0,"MORT","18_23",-3.09192802531677,-Inf,-Inf,-2.92115836021914,-Inf,-Inf,5.05407255304586,-Inf,-Inf,1,0,"SAMOA"
"TAU","OCC-TAU-002","ACSP","OCC-TAU-002_298",2,2018,"2018-07-12",0.000793795,0.000584665,0.101109405,1,3,2023,"2023-08-01",0.043678876,0.015803215,0.736177694,1,"GROW","18_23",-3.23309290370304,-1.80125455135427,1.43183835234878,-3.10029164097842,-1.35972854597361,1.74056309500481,5.05407255304586,-2.94978902602407,-2.755903412132,0,1,"SAMOA"
"TAU","OCC-TAU-002","ACSP","OCC-TAU-002_299",2,2018,"2018-07-12",0.002990262,0.0016833,0.170693553,1,3,2023,"2023-08-01",0.001033589,0.000404545,0.081032403,1,"GROW","18_23",-2.77383847657688,-3.3930331621489,-0.619194685572015,-2.52429075810724,-2.98565212131563,-0.461361363208396,5.05407255304586,-2.89635248465119,-2.61557582739861,0,1,"SAMOA"
"TAU","OCC-TAU-002","ACSP","OCC-TAU-002_300",2,2018,"2018-07-12",0.009237583,0.00497109,0.292639949,1,3,2023,"2023-08-01",0,0,0,0,"MORT","18_23",-2.30354837402665,-Inf,-Inf,-2.03444164642878,-Inf,-Inf,5.05407255304586,-Inf,-Inf,1,0,"SAMOA"
"TAU","OCC-TAU-002","ACSP","OCC-TAU-002_301",2,2018,"2018-07-12",0.000981263,0.00095373,0.151151351,1,3,2023,"2023-08-01",0,0,0,0,"MORT","18_23",-3.02057455622523,-Inf,-Inf,-3.00821457657447,-Inf,-Inf,5.05407255304586,-Inf,-Inf,1,0,"SAMOA"
"TAU","OCC-TAU-002","ACSP","OCC-TAU-002_302",2,2018,"2018-07-12",0.001614854,0.001165935,0.132904099,1,3,2023,"2023-08-01",0,0,0,0,"MORT","18_23",-2.93332566049312,-Inf,-Inf,-2.79186673640446,-Inf,-Inf,5.05407255304586,-Inf,-Inf,1,0,"SAMOA"
"TAU","OCC-TAU-002","ACSP","OCC-TAU-002_303",2,2018,"2018-07-12",0.003999436,0.00212174,0.22471761,1,3,2023,"2023-08-01",0,0,0,0,"MORT","18_23",-2.67330783602538,-Inf,-Inf,-2.3980012485115,-Inf,-Inf,5.05407255304586,-Inf,-Inf,1,0,"SAMOA"
"TAU","OCC-TAU-002","ACSP","OCC-TAU-002_304",2,2018,"2018-07-12",0.006279622,0.00367588,0.247701974,1,3,2023,"2023-08-01",0.034554825,0.016872525,0.578280198,1,"GROW","18_23",-2.4346386747039,-1.77281991969249,0.661818755011417,-2.20206649770467,-1.46149130213726,0.740575195567416,5.05407255304586,-2.30369105809073,-2.05553611299124,0,1,"SAMOA"
"TAU","OCC-TAU-002","ACSP","OCC-TAU-002_305",2,2018,"2018-07-12",0.00313136,0.00259533,0.212032841,1,3,2023,"2023-08-01",0,0,0,0,"MORT","18_23",-2.58580741312683,-Inf,-Inf,-2.5042670004042,-Inf,-Inf,5.05407255304586,-Inf,-Inf,1,0,"SAMOA"
"TAU","OCC-TAU-002","ACSP","OCC-TAU-002_306",2,2018,"2018-07-12",0.009002188,0.00466521,0.329992333,1,3,2023,"2023-08-01",0,0,0,0,"MORT","18_23",-2.33112880212359,-Inf,-Inf,-2.04565192157861,-Inf,-Inf,5.05407255304586,-Inf,-Inf,1,0,"SAMOA"
"TAU","OCC-TAU-002","ACSP","OCC-TAU-002_307",2,2018,"2018-07-12",0.00461694,0.001272755,0.1456881,1,3,2023,"2023-08-01",0,0,0,0,"MORT","18_23",-2.89525518816755,-Inf,-Inf,-2.33564576933845,-Inf,-Inf,5.05407255304586,-Inf,-Inf,1,0,"SAMOA"
"TAU","OCC-TAU-002","ACSP","OCC-TAU-002_308",2,2018,"2018-07-12",0.00316923,0.00183967,0.173527329,1,3,2023,"2023-08-01",0,0,0,0,"MORT","18_23",-2.73526007374719,-Inf,-Inf,-2.499046241685,-Inf,-Inf,5.05407255304586,-Inf,-Inf,1,0,"SAMOA"
"TAU","OCC-TAU-002","ACSP","OCC-TAU-002_309",2,2018,"2018-07-12",0.004073791,0.002381285,0.213601582,1,3,2023,"2023-08-01",0.037837152,0.01744238,0.596796706,1,"GROW","18_23",-2.62318862369625,-1.75839425619558,0.864794367500671,-2.39000125561937,-1.42208156035779,0.967919695261572,5.05407255304586,-2.45208020401606,-2.19848843400816,0,1,"SAMOA"
"TAU","OCC-TAU-002","ACSP","OCC-TAU-002_310",2,2018,"2018-07-12",0.017906786,0.006811645,0.388116989,1,3,2023,"2023-08-01",0,0,0,0,"MORT","18_23",-2.16674799408562,-Inf,-Inf,-1.746982356514,-Inf,-Inf,5.05407255304586,-Inf,-Inf,1,0,"SAMOA"
"TAU","OCC-TAU-002","ACSP","OCC-TAU-002_311",2,2018,"2018-07-12",0.015260244,0.0076816,0.423815318,1,3,2023,"2023-08-01",0,0,0,0,"MORT","18_23",-2.11454831137491,-Inf,-Inf,-1.81643852227849,-Inf,-Inf,5.05407255304586,-Inf,-Inf,1,0,"SAMOA"
"TAU","OCC-TAU-002","ACSP","OCC-TAU-002_312",2,2018,"2018-07-12",0.002038278,0.00146053,0.163303993,1,3,2023,"2023-08-01",0.034700855,0.02000731,0.632131265,1,"GROW","18_23",-2.8354895179779,-1.69881129870457,1.13667821927333,-2.69073658302234,-1.45965982442505,1.2310767585973,5.05407255304586,-2.6105860945816,-2.4471554421352,0,1,"SAMOA"
"TAU","OCC-TAU-002","ACSP","OCC-TAU-002_313",2,2018,"2018-07-12",0.007236132,0.002630985,0.207430094,1,3,2023,"2023-08-01",0,0,0,0,"MORT","18_23",-2.57988162794463,-Inf,-Inf,-2.14049351943125,-Inf,-Inf,5.05407255304586,-Inf,-Inf,1,0,"SAMOA"
"TAU","OCC-TAU-002","ACSP","OCC-TAU-002_314",2,2018,"2018-07-12",0.002971819,0.00159694,0.166148168,1,3,2023,"2023-08-01",0,0,0,0,"MORT","18_23",-2.7967114008048,-Inf,-Inf,-2.52697764501072,-Inf,-Inf,5.05407255304586,-Inf,-Inf,1,0,"SAMOA"
"TAU","OCC-TAU-002","ACSP","OCC-TAU-002_315",2,2018,"2018-07-12",0.007672517,0.005344525,0.300615949,1,3,2023,"2023-08-01",0.011877158,0.00386847,0.278198476,1,"GROW","18_23",-2.27209088709613,-2.41246076674873,-0.140369879652603,-2.11506214062856,-1.92528746613723,0.189774674491327,5.05407255304586,-2.2998645049418,-2.0775132783003,0,1,"SAMOA"
"TAU","OCC-TAU-002","ACSP","OCC-TAU-002_316",2,2018,"2018-07-12",0.004401041,0.002653865,0.209832754,1,3,2023,"2023-08-01",0.035874334,0.014134285,0.511724481,1,"GROW","18_23",-2.57612117312428,-1.84972615593346,0.726395017190818,-2.35644458554048,-1.4452161527753,0.911228432765185,5.05407255304586,-2.43239648188433,-2.17614871063935,0,1,"SAMOA"
"TAU","OCC-TAU-002","ACSP","OCC-TAU-002_317",2,2018,"2018-07-12",0.01424342,0.00772022,0.381519001,1,3,2023,"2023-08-01",0.055780807,0.02540535,0.828830885,1,"GROW","18_23",-2.11237032357299,-1.59507481759991,0.517295505973075,-1.84638571935106,-1.25351520693781,0.592870512413243,5.05407255304586,-2.01001811146212,-1.72908021845239,0,1,"SAMOA"
"TAU","OCC-TAU-002","ACSP","OCC-TAU-002_318",2,2018,"2018-07-12",0.000441467,0.00028169,0.064118584,1,3,2023,"2023-08-01",0.044818117,0.02453636,0.814303282,1,"GROW","18_23",-3.55022857020239,-1.61018986496547,1.94003870523691,-3.35510175472184,-1.34854639397874,2.0065553607431,5.05407255304586,-3.16637204956979,-2.95808423277633,0,1,"SAMOA"
"TAU","OCC-TAU-002","ACSP","OCC-TAU-002_319",2,2018,"2018-07-12",0.015704877,0.009814965,0.491864417,1,3,2023,"2023-08-01",0.027527502,0.015033565,0.587389736,1,"GROW","18_23",-2.00811124474803,-1.82293802032864,0.185173224419391,-1.80396546063004,-1.56023319713692,0.243732263493119,5.05407255304586,-1.97147282642778,-1.75574053688093,0,1,"SAMOA"
"TAU","OCC-TAU-002","ACSP","OCC-TAU-002_320",2,2018,"2018-07-12",0.007668036,0.00354697,0.25869011,1,3,2023,"2023-08-01",0,0,0,0,"MORT","18_23",-2.45014248474192,-Inf,-Inf,-2.11531585685753,-Inf,-Inf,5.05407255304586,-Inf,-Inf,1,0,"SAMOA"
"TAU","OCC-TAU-002","ACSP","OCC-TAU-002_321",2,2018,"2018-07-12",0.002013692,0.00100933,0.124961036,1,3,2023,"2023-08-01",0,0,0,0,"MORT","18_23",-2.99596681815582,-Inf,-Inf,-2.6960069552966,-Inf,-Inf,5.05407255304586,-Inf,-Inf,1,0,"SAMOA"
"TAU","OCC-TAU-002","ACSP","OCC-TAU-002_322",2,2018,"2018-07-12",0.001774994,0.00096431,0.12704726,1,3,2023,"2023-08-01",0,0,0,0,"MORT","18_23",-3.01578332953401,-Inf,-Inf,-2.75080311064905,-Inf,-Inf,5.05407255304586,-Inf,-Inf,1,0,"SAMOA"
"TAU","OCC-TAU-002","ACSP","OCC-TAU-002_323",2,2018,"2018-07-12",0.004721727,0.002612765,0.200486644,1,3,2023,"2023-08-01",0,0,0,0,"MORT","18_23",-2.5828996502776,-Inf,-Inf,-2.32589912649512,-Inf,-Inf,5.05407255304586,-Inf,-Inf,1,0,"SAMOA"
"TAU","OCC-TAU-002","ACSP","OCC-TAU-002_324",2,2018,"2018-07-12",0.001600195,0.00122109,0.158060219,1,3,2023,"2023-08-01",0.025450397,0.009722215,0.507609145,1,"GROW","18_23",-2.91325232535659,-2.01223477903589,0.901017546320696,-2.79582709092923,-1.59430543872744,1.2015216522018,5.05407255304586,-2.73497677888116,-2.55809373043806,0,1,"SAMOA"
"TAU","OCC-TAU-002","ACSP","OCC-TAU-002_325",2,2018,"2018-07-12",0.00321707,0.00267989,0.219116686,1,3,2023,"2023-08-01",0.034572229,0.009972195,0.517881079,1,"GROW","18_23",-2.57188303185682,-2.00120923772984,0.570673794126983,-2.49253948921212,-1.46127261897675,1.03126687023537,5.05407255304586,-2.45896937892894,-2.28849278046159,0,1,"SAMOA"
