"TL_id","TL_Date","TL_Class","TL_Genet","TL_Cx","TL_Cy","TL_Area","TL_Perim","Morph_Code","Site","Quadrat","TimePt","Annotator","Shape_Leng","Shape_Area","Year","Genet_full","Patch_full","Genus","Region","Island","Latitude","Longitude","Effort","area_perim"
"196",2018-07-09,"ACSP","171",1791.9,8656.9,73,43.5,"DI","OCC-OFU-002",32,0,"IGB",0.435465845,0.00726242,"2018","OCC-OFU-002_171_2018","OCC-OFU-002_196_2018","ACSP","AMSM","OFU",-14.157622,-169.674219,25.5,0.0166773584734298
"197",2018-07-09,"ACSP","172",9556.4,2775.1,13.92,14.9,"CB","OCC-OFU-002",34,0,"IGB",0.149559207,0.00137762,"2018","OCC-OFU-002_172_2018","OCC-OFU-002_197_2018","ACSP","AMSM","OFU",-14.157622,-169.674219,25.5,0.00921120155444526
"198",2018-07-09,"ACSP","173",9539.4,2741.4,8.35,11.7,"CB","OCC-OFU-002",34,0,"IGB",0.116588644,0.00082342,"2018","OCC-OFU-002_173_2018","OCC-OFU-002_198_2018","ACSP","AMSM","OFU",-14.157622,-169.674219,25.5,0.00706260894500154
"199",2018-07-09,"PMEA","174",10118.5,2631.9,285.24,108,"BR","OCC-OFU-002",34,0,"IGB",1.080107545,0.02843082,"2018","OCC-OFU-002_174_2018","OCC-OFU-002_199_2018","POCS","AMSM","OFU",-14.157622,-169.674219,25.5,0.0263222122015637
"213",2018-07-09,"ACSP","188",4551.9,10096.6,161.8,72.5,"CB","OCC-OFU-002",36,0,"IGB",0.725290643,0.01611616,"2018","OCC-OFU-002_188_2018","OCC-OFU-002_213_2018","ACSP","AMSM","OFU",-14.157622,-169.674219,25.5,0.0222202783884529
"215",2018-07-09,"ACSP","190",4913.5,10202.1,11.42,14.8,"CB","OCC-OFU-002",36,0,"IGB",0.148346003,0.00112712,"2018","OCC-OFU-002_190_2018","OCC-OFU-002_215_2018","ACSP","AMSM","OFU",-14.157622,-169.674219,25.5,0.00759791283355305
"231",2018-07-09,"ACSP","206",4888.9,3726.6,78.71,42.6,"CB","OCC-OFU-002",42,0,"IGB",0.425708487,0.00783452,"2018","OCC-OFU-002_206_2018","OCC-OFU-002_231_2018","ACSP","AMSM","OFU",-14.157622,-169.674219,25.5,0.0184034855757997
"232",2018-07-09,"PMEA","207",5252.3,3453.2,262.94,100.6,"BR","OCC-OFU-002",42,0,"IGB",1.006084589,0.02615676,"2018","OCC-OFU-002_207_2018","OCC-OFU-002_232_2018","POCS","AMSM","OFU",-14.157622,-169.674219,25.5,0.0259985693906698
"234",2018-07-09,"PMEA","209",4629.7,10864,58.9,34,"BR","OCC-OFU-002",44,0,"IGB",0.339725728,0.00586042,"2018","OCC-OFU-002_209_2018","OCC-OFU-002_234_2018","POCS","AMSM","OFU",-14.157622,-169.674219,25.5,0.01725044504136
"235",2018-07-09,"ACSP","210",7581.4,4496.4,24.04,18.7,"CB","OCC-OFU-002",45,0,"IGB",0.187257688,0.00238772,"2018","OCC-OFU-002_210_2018","OCC-OFU-002_235_2018","ACSP","AMSM","OFU",-14.157622,-169.674219,25.5,0.0127509851558137
"236",2018-07-09,"PMEA","211",2450.9,6645.1,192.35,64.2,"BR","OCC-OFU-002",47,0,"IGB",0.64173287,0.01917932,"2018","OCC-OFU-002_211_2018","OCC-OFU-002_236_2018","POCS","AMSM","OFU",-14.157622,-169.674219,25.5,0.0298867658126971
"237",2018-07-09,"PMEA","212",2538.6,9995,149.91,54.8,"BR","OCC-OFU-002",48,0,"IGB",0.547791741,0.01494372,"2018","OCC-OFU-002_212_2018","OCC-OFU-002_237_2018","POCS","AMSM","OFU",-14.157622,-169.674219,25.5,0.0272799293627904
"239",2018-07-09,"ACSP","214",8344,9260.2,48.52,29.7,"CB","OCC-OFU-002",50,0,"IGB",0.297441458,0.00482582,"2018","OCC-OFU-002_214_2018","OCC-OFU-002_239_2018","ACSP","AMSM","OFU",-14.157622,-169.674219,25.5,0.016224436339335
"240",2018-07-09,"ACSP","215",8547.4,9369,35.73,25.3,"CB","OCC-OFU-002",50,0,"IGB",0.253399826,0.00355052,"2018","OCC-OFU-002_215_2018","OCC-OFU-002_240_2018","ACSP","AMSM","OFU",-14.157622,-169.674219,25.5,0.0140115329045254
"025",2018-07-10,"PMEA","025",9337.4,6655.5,197.34,58.1,"BR","OCC-OFU-009",0,0,"IGB",0.581147085,0.01968442,"2018","OCC-OFU-009_025_2018","OCC-OFU-009_025_2018","POCS","AMSM","OFU",-14.180607,-169.652024,117.2,0.0338716660688404
"026",2018-07-10,"ACSP","026",9153.1,6613.1,110.22,49.7,"CB","OCC-OFU-009",0,0,"IGB",0.496880058,0.01097832,"2018","OCC-OFU-009_026_2018","OCC-OFU-009_026_2018","ACSP","AMSM","OFU",-14.180607,-169.652024,24.5,0.0220945071617263
"028",2018-07-10,"POSP","028",8886.5,6861.7,46.29,32.3,"EM","OCC-OFU-009",0,0,"IGB",0.323098313,0.00460042,"2018","OCC-OFU-009_028_2018","OCC-OFU-009_028_2018","POSP","AMSM","OFU",-14.180607,-169.652024,12.5,0.014238452554223
"029",2018-07-10,"ACSP","029",3483.9,6447.2,28.14,26.8,"CB","OCC-OFU-009",1,0,"IGB",0.268228253,0.00279012,"2018","OCC-OFU-009_029_2018","OCC-OFU-009_029_2018","ACSP","AMSM","OFU",-14.180607,-169.652024,24.5,0.0104020362090641
"030",2018-07-10,"MOSP","030",3608.1,6304.5,95.28,82.8,"EM","OCC-OFU-009",1,0,"IGB",0.828564153,0.009462,"2018","OCC-OFU-009_030_2018","OCC-OFU-009_030_2018","MOSP","AMSM","OFU",-14.180607,-169.652024,12.5,0.0114197554477112
"031",2018-07-10,"PGRA","031",11030,5794,143.6,57.2,"BR","OCC-OFU-009",2,0,"IGB",0.572377532,0.01431022,"2018","OCC-OFU-009_031_2018","OCC-OFU-009_031_2018","POCS","AMSM","OFU",-14.180607,-169.652024,117.2,0.0250013657069963
"032",2018-07-10,"PGRA","032",10969.1,5387.2,40.48,33.9,"BR","OCC-OFU-009",2,0,"IGB",0.338554153,0.00401862,"2018","OCC-OFU-009_032_2018","OCC-OFU-009_032_2018","POCS","AMSM","OFU",-14.180607,-169.652024,117.2,0.0118699474349677
"033",2018-07-10,"ACSP","033",4376.9,12513.9,128.63,58.2,"CB","OCC-OFU-009",4,0,"IGB",0.581992756,0.01281172,"2018","OCC-OFU-009_033_2018","OCC-OFU-009_033_2018","ACSP","AMSM","OFU",-14.180607,-169.652024,24.5,0.0220135386015011
"034",2018-07-10,"PLOB","034",4992.6,12662.7,13.07,19.4,"EM","OCC-OFU-009",4,0,"IGB",0.193943982,0.00128972,"2018","OCC-OFU-009_034_2018","OCC-OFU-009_034_2018","POSP","AMSM","OFU",-14.180607,-169.652024,12.5,0.00664996143061557
"027",2018-07-10,"MOSP","027",9086,6861.9,846.14,188.5,"EM","OCC-OFU-009",0,0,"IGB",1.885373821,0.08448834,"2018","OCC-OFU-009_027_2018","OCC-OFU-009_027_2018","MOSP","AMSM","OFU",-14.180607,-169.652024,12.5,0.0448125136028395
"036",2018-07-10,"MOSP","036",11157,5098.4,203.67,145.8,"EM","OCC-OFU-009",2,0,"IGB",1.457851941,0.02030244,"2018","OCC-OFU-009_036_2018","OCC-OFU-009_036_2018","MOSP","AMSM","OFU",-14.180607,-169.652024,12.5,0.0139262701712176
"037",2018-07-10,"MOSP","037",7797.3,10728,113.13,73.4,"EM","OCC-OFU-009",5,0,"IGB",0.733816134,0.01124952,"2018","OCC-OFU-009_037_2018","OCC-OFU-009_037_2018","MOSP","AMSM","OFU",-14.180607,-169.652024,12.5,0.0153301617105083
"038",2018-07-10,"MOSP","038",7839.3,10997.2,48.14,36.2,"EM","OCC-OFU-009",5,0,"IGB",0.362554155,0.00478222,"2018","OCC-OFU-009_038_2018","OCC-OFU-009_038_2018","MOSP","AMSM","OFU",-14.180607,-169.652024,12.5,0.0131903604855942
"039",2018-07-10,"MOSP","039",7796.1,10929.4,9.15,13.9,"EM","OCC-OFU-009",5,0,"IGB",0.138973421,0.00090172,"2018","OCC-OFU-009_039_2018","OCC-OFU-009_039_2018","MOSP","AMSM","OFU",-14.180607,-169.652024,12.5,0.00648843493605874
"040",2018-07-10,"MOSP","040",7856,10923.7,18.69,21.6,"EM","OCC-OFU-009",5,0,"IGB",0.215943982,0.00184852,"2018","OCC-OFU-009_040_2018","OCC-OFU-009_040_2018","MOSP","AMSM","OFU",-14.180607,-169.652024,12.5,0.00856018298301084
"041",2018-07-10,"MOSP","041",7850.3,10843.9,17.41,24.3,"EM","OCC-OFU-009",5,0,"IGB",0.243358197,0.00171882,"2018","OCC-OFU-009_041_2018","OCC-OFU-009_041_2018","MOSP","AMSM","OFU",-14.180607,-169.652024,12.5,0.00706292215010124
"042",2018-07-10,"MOSP","042",7659.6,10611,32.99,27.6,"EM","OCC-OFU-009",5,0,"IGB",0.2757846,0.00327482,"2018","OCC-OFU-009_042_2018","OCC-OFU-009_042_2018","MOSP","AMSM","OFU",-14.180607,-169.652024,12.5,0.011874557172518
"043",2018-07-10,"MOSP","043",7713,10628.7,43.73,46.7,"EM","OCC-OFU-009",5,0,"IGB",0.467264838,0.00433282,"2018","OCC-OFU-009_043_2018","OCC-OFU-009_043_2018","MOSP","AMSM","OFU",-14.180607,-169.652024,12.5,0.0092727285420094
"044",2018-07-10,"MOSP","044",8069.9,10599.4,102.77,58.6,"EM","OCC-OFU-009",5,0,"IGB",0.585933885,0.01022632,"2018","OCC-OFU-009_044_2018","OCC-OFU-009_044_2018","MOSP","AMSM","OFU",-14.180607,-169.652024,12.5,0.0174530271448629
"045",2018-07-10,"MOSP","045",8177.5,10793.7,82.87,37.2,"EM","OCC-OFU-009",5,0,"IGB",0.372595786,0.00825392,"2018","OCC-OFU-009_045_2018","OCC-OFU-009_045_2018","MOSP","AMSM","OFU",-14.180607,-169.652024,12.5,0.0221524781281343
"046",2018-07-10,"ACSP","046",3648.1,11023.8,311.21,105.5,"CB","OCC-OFU-009",6,0,"IGB",1.054834048,0.03105358,"2018","OCC-OFU-009_046_2018","OCC-OFU-009_046_2018","ACSP","AMSM","OFU",-14.180607,-169.652024,24.5,0.0294393038022224
"047",2018-07-10,"MOSP","047",3944.6,10551.2,43.65,32.7,"EM","OCC-OFU-009",6,0,"IGB",0.327098309,0.00433602,"2018","OCC-OFU-009_047_2018","OCC-OFU-009_047_2018","MOSP","AMSM","OFU",-14.180607,-169.652024,12.5,0.0132560147230844
"048",2018-07-10,"ACSP","048",3407.8,10998.9,8.24,12.9,"CB","OCC-OFU-009",6,0,"IGB",0.128831283,0.00081232,"2018","OCC-OFU-009_048_2018","OCC-OFU-009_048_2018","ACSP","AMSM","OFU",-14.180607,-169.652024,24.5,0.00630530086392138
"050",2018-07-10,"ACSP","050",4910.9,6557.7,174.65,59.3,"CB","OCC-OFU-009",7,0,"IGB",0.593004952,0.01741382,"2018","OCC-OFU-009_050_2018","OCC-OFU-009_050_2018","ACSP","AMSM","OFU",-14.180607,-169.652024,24.5,0.0293653871544735
"049",2018-07-10,"PMEA","049",4673.3,6665.3,105.79,48.4,"BR","OCC-OFU-009",7,0,"IGB",0.483566349,0.01053632,"2018","OCC-OFU-009_049_2018","OCC-OFU-009_049_2018","POCS","AMSM","OFU",-14.180607,-169.652024,117.2,0.0217887783585206
"051",2018-07-10,"ACSP","051",8640.9,9451.2,69.1,34.7,"CB","OCC-OFU-009",8,0,"IGB",0.347139943,0.00687972,"2018","OCC-OFU-009_051_2018","OCC-OFU-009_051_2018","ACSP","AMSM","OFU",-14.180607,-169.652024,24.5,0.0198182898244009
"052",2018-07-10,"ACSP","052",8706.1,9330,98.31,52.4,"CB","OCC-OFU-009",8,0,"IGB",0.524134891,0.00978592,"2018","OCC-OFU-009_052_2018","OCC-OFU-009_052_2018","ACSP","AMSM","OFU",-14.180607,-169.652024,24.5,0.0186706135539448
"053",2018-07-10,"POSP","053",10764.9,11506.9,9.46,13.1,"EM","OCC-OFU-009",9,0,"IGB",0.130831283,0.00093312,"2018","OCC-OFU-009_053_2018","OCC-OFU-009_053_2018","POSP","AMSM","OFU",-14.180607,-169.652024,12.5,0.00713223916026261
"054",2018-07-10,"PMEA","054",1605.3,6948.1,31.37,25.4,"BR","OCC-OFU-009",10,0,"IGB",0.254228256,0.00311452,"2018","OCC-OFU-009_054_2018","OCC-OFU-009_054_2018","POCS","AMSM","OFU",-14.180607,-169.652024,117.2,0.0122508805630166
"055",2018-07-10,"MOSP","055",1571.6,7088.8,74.25,40.6,"EM","OCC-OFU-009",10,0,"IGB",0.405625222,0.00738912,"2018","OCC-OFU-009_055_2018","OCC-OFU-009_055_2018","MOSP","AMSM","OFU",-14.180607,-169.652024,12.5,0.0182166186894561
"056",2018-07-10,"MOSP","056",1109.6,6583.7,159.32,101.7,"EM","OCC-OFU-009",10,0,"IGB",1.016911584,0.01584282,"2018","OCC-OFU-009_056_2018","OCC-OFU-009_056_2018","MOSP","AMSM","OFU",-14.180607,-169.652024,12.5,0.0155793485385254
"057",2018-07-10,"ACSP","057",7750.5,4134.9,398.3,103,"CB","OCC-OFU-009",11,0,"IGB",1.030409056,0.03974092,"2018","OCC-OFU-009_057_2018","OCC-OFU-009_057_2018","ACSP","AMSM","OFU",-14.180607,-169.652024,24.5,0.0385681004729058
"058",2018-07-10,"MOSP","058",7721.4,3960.3,58.32,52.5,"EM","OCC-OFU-009",11,0,"IGB",0.525022193,0.00578592,"2018","OCC-OFU-009_058_2018","OCC-OFU-009_058_2018","MOSP","AMSM","OFU",-14.180607,-169.652024,12.5,0.0110203341442368
"059",2018-07-10,"MOSP","058",7661.9,3947.3,1.6,4.8,"EM","OCC-OFU-009",11,0,"IGB",0.048061733,0.00015432,"2018","OCC-OFU-009_058_2018","OCC-OFU-009_059_2018","MOSP","AMSM","OFU",-14.180607,-169.652024,12.5,0.00321087048608921
"060",2018-07-10,"MOSP","058",7676.2,3930,2.45,6.6,"EM","OCC-OFU-009",11,0,"IGB",0.066304372,0.00023762,"2018","OCC-OFU-009_058_2018","OCC-OFU-009_060_2018","MOSP","AMSM","OFU",-14.180607,-169.652024,12.5,0.00358377574257094
"061",2018-07-10,"ACSP","059",8056.1,3928.9,50.44,29.6,"CB","OCC-OFU-009",11,0,"IGB",0.296311515,0.00501772,"2018","OCC-OFU-009_059_2018","OCC-OFU-009_061_2018","ACSP","AMSM","OFU",-14.180607,-169.652024,24.5,0.0169339352201685
"062",2018-07-10,"PMEA","060",9763.6,2619.3,202.79,67.5,"BR","OCC-OFU-009",13,0,"IGB",0.674661799,0.02021982,"2018","OCC-OFU-009_060_2018","OCC-OFU-009_062_2018","POCS","AMSM","OFU",-14.180607,-169.652024,117.2,0.0299703051661889
"063",2018-07-10,"ACSP","061",2032.2,4965.8,82.28,36.9,"TB","OCC-OFU-009",14,0,"IGB",0.368654664,0.00819532,"2018","OCC-OFU-009_061_2018","OCC-OFU-009_063_2018","ACSP","AMSM","OFU",-14.180607,-169.652024,24.5,0.0222303440056302
"064",2018-07-10,"POSP","062",1916.5,5024.4,29.84,21.2,"EM","OCC-OFU-009",14,0,"IGB",0.212287127,0.00296372,"2018","OCC-OFU-009_062_2018","OCC-OFU-009_064_2018","POSP","AMSM","OFU",-14.180607,-169.652024,12.5,0.0139609030556054
"065",2018-07-10,"MOSP","063",2283.2,5197.4,312.68,118.7,"EM","OCC-OFU-009",14,0,"IGB",1.186657418,0.03118678,"2018","OCC-OFU-009_063_2018","OCC-OFU-009_065_2018","MOSP","AMSM","OFU",-14.180607,-169.652024,12.5,0.0262811992129644
"066",2018-07-10,"MOSP","063",2169.5,5267.8,85.54,42.8,"EM","OCC-OFU-009",14,0,"IGB",0.427524715,0.00851622,"2018","OCC-OFU-009_063_2018","OCC-OFU-009_066_2018","MOSP","AMSM","OFU",-14.180607,-169.652024,12.5,0.0199198308336396
"067",2018-07-10,"MOSP","063",2403,5316.6,80.78,64.9,"EM","OCC-OFU-009",14,0,"IGB",0.649004947,0.00802122,"2018","OCC-OFU-009_063_2018","OCC-OFU-009_067_2018","MOSP","AMSM","OFU",-14.180607,-169.652024,12.5,0.0123592586421379
"068",2018-07-10,"MOSP","063",2241.6,5460.4,436.66,153.5,"EM","OCC-OFU-009",14,0,"IGB",1.535000565,0.04354998,"2018","OCC-OFU-009_063_2018","OCC-OFU-009_068_2018","MOSP","AMSM","OFU",-14.180607,-169.652024,12.5,0.0283713120327093
"069",2018-07-10,"MOSP","064",2489.4,5407.6,7.21,13.2,"EM","OCC-OFU-009",14,0,"IGB",0.131517574,0.00070772,"2018","OCC-OFU-009_064_2018","OCC-OFU-009_069_2018","MOSP","AMSM","OFU",-14.180607,-169.652024,12.5,0.00538118198561053
"070",2018-07-10,"ACSP","065",2530.1,5376.2,5.88,9.9,"CB","OCC-OFU-009",14,0,"IGB",0.099174431,0.00057812,"2018","OCC-OFU-009_065_2018","OCC-OFU-009_070_2018","ACSP","AMSM","OFU",-14.180607,-169.652024,24.5,0.0058293251009426
"071",2018-07-10,"MOSP","066",2572.7,5359.8,43.79,38.4,"EM","OCC-OFU-009",14,0,"IGB",0.384331617,0.0043485,"2018","OCC-OFU-009_066_2018","OCC-OFU-009_071_2018","MOSP","AMSM","OFU",-14.180607,-169.652024,12.5,0.0113144477520308
"072",2018-07-10,"MOSP","067",2267.7,5021.5,12.8,13.8,"EM","OCC-OFU-009",14,0,"IGB",0.137760215,0.00126622,"2018","OCC-OFU-009_067_2018","OCC-OFU-009_072_2018","MOSP","AMSM","OFU",-14.180607,-169.652024,12.5,0.00919147810563449
"073",2018-07-10,"MOSP","068",2012.6,5320.5,37.41,25.7,"EM","OCC-OFU-009",14,0,"IGB",0.257157187,0.00371802,"2018","OCC-OFU-009_068_2018","OCC-OFU-009_073_2018","MOSP","AMSM","OFU",-14.180607,-169.652024,12.5,0.0144581609535183
"074",2018-07-10,"ACSP","069",6803.2,5117.4,67.73,36.3,"CB","OCC-OFU-009",15,0,"IGB",0.363483088,0.00674092,"2018","OCC-OFU-009_069_2018","OCC-OFU-009_074_2018","ACSP","AMSM","OFU",-14.180607,-169.652024,24.5,0.0185453470121284
"075",2018-07-10,"MOSP","070",6843,5430.9,5.44,9,"EM","OCC-OFU-009",15,0,"IGB",0.090103365,0.00053582,"2018","OCC-OFU-009_070_2018","OCC-OFU-009_075_2018","MOSP","AMSM","OFU",-14.180607,-169.652024,12.5,0.00594672574104197
"076",2018-07-10,"MOSP","071",6847.6,5360.1,29.08,27.2,"EM","OCC-OFU-009",15,0,"IGB",0.272470892,0.00288382,"2018","OCC-OFU-009_071_2018","OCC-OFU-009_076_2018","MOSP","AMSM","OFU",-14.180607,-169.652024,12.5,0.0105839562488018
"077",2018-07-10,"MOSP","072",6859.4,5300.5,0.6,3.2,"EM","OCC-OFU-009",15,0,"IGB",0.032162237,5.56e-05,"2018","OCC-OFU-009_072_2018","OCC-OFU-009_077_2018","MOSP","AMSM","OFU",-14.180607,-169.652024,12.5,0.00172873547321973
"078",2018-07-10,"MOSP","073",6879.7,5297,16.31,24.4,"EM","OCC-OFU-009",15,0,"IGB",0.244228255,0.00160952,"2018","OCC-OFU-009_073_2018","OCC-OFU-009_078_2018","MOSP","AMSM","OFU",-14.180607,-169.652024,12.5,0.00659022847295044
"079",2018-07-10,"MOSP","074",6448.4,5438.5,89.11,107.5,"EM","OCC-OFU-009",15,0,"IGB",1.074752218,0.00889932,"2018","OCC-OFU-009_074_2018","OCC-OFU-009_079_2018","MOSP","AMSM","OFU",-14.180607,-169.652024,12.5,0.00828034578664159
"080",2018-07-10,"POSP","075",6844.2,5542.7,4.28,8,"EM","OCC-OFU-009",15,0,"IGB",0.080203864,0.00041952,"2018","OCC-OFU-009_075_2018","OCC-OFU-009_080_2018","POSP","AMSM","OFU",-14.180607,-169.652024,12.5,0.00523067068190131
"081",2018-07-10,"PMEA","076",5724.1,12278.4,62.82,35.8,"BR","OCC-OFU-009",16,0,"IGB",0.357524717,0.00625122,"2018","OCC-OFU-009_076_2018","OCC-OFU-009_081_2018","POCS","AMSM","OFU",-14.180607,-169.652024,117.2,0.0174847212032057
"082",2018-07-10,"MOSP","077",5518.1,12414.5,17.76,19.1,"EM","OCC-OFU-009",16,0,"IGB",0.191358198,0.00175902,"2018","OCC-OFU-009_077_2018","OCC-OFU-009_082_2018","MOSP","AMSM","OFU",-14.180607,-169.652024,12.5,0.00919228973926688
"083",2018-07-10,"MOSP","078",7220.9,12851.7,96.27,53.4,"EM","OCC-OFU-009",17,0,"IGB",0.534051624,0.00957952,"2018","OCC-OFU-009_078_2018","OCC-OFU-009_083_2018","MOSP","AMSM","OFU",-14.180607,-169.652024,12.5,0.0179374419428785
"084",2018-07-10,"MOSP","079",7348.9,12840.7,60.69,56.1,"EM","OCC-OFU-009",17,0,"IGB",0.561306463,0.00602012,"2018","OCC-OFU-009_079_2018","OCC-OFU-009_084_2018","MOSP","AMSM","OFU",-14.180607,-169.652024,12.5,0.0107251927366459
"085",2018-07-10,"MOSP","080",7337.8,12798.5,8.91,12.9,"EM","OCC-OFU-009",17,0,"IGB",0.12941707,0.00087922,"2018","OCC-OFU-009_080_2018","OCC-OFU-009_085_2018","MOSP","AMSM","OFU",-14.180607,-169.652024,12.5,0.00679369421669027
"086",2018-07-10,"PLOB","081",7693.8,12459.7,9.84,13.4,"EM","OCC-OFU-009",17,0,"IGB",0.133902354,0.00097202,"2018","OCC-OFU-009_081_2018","OCC-OFU-009_086_2018","POSP","AMSM","OFU",-14.180607,-169.652024,12.5,0.0072591703652947
"087",2018-07-10,"ACSP","082",11121.9,9569.8,47.6,29.3,"CB","OCC-OFU-009",18,0,"IGB",0.29309831,0.00473442,"2018","OCC-OFU-009_082_2018","OCC-OFU-009_087_2018","ACSP","AMSM","OFU",-14.180607,-169.652024,24.5,0.0161530102305946
"088",2018-07-10,"POSP","083",11137.6,9508.1,5.24,8.7,"EM","OCC-OFU-009",18,0,"IGB",0.087274935,0.00051502,"2018","OCC-OFU-009_083_2018","OCC-OFU-009_088_2018","POSP","AMSM","OFU",-14.180607,-169.652024,12.5,0.00590112155339904
"089",2018-07-10,"ACSP","084",9315.9,4185.5,140.53,50.3,"CB","OCC-OFU-009",20,0,"IGB",0.502779558,0.01400902,"2018","OCC-OFU-009_084_2018","OCC-OFU-009_089_2018","ACSP","AMSM","OFU",-14.180607,-169.652024,24.5,0.0278631455418082
"090",2018-07-10,"MOSP","085",9251.9,4338.5,302.66,78.2,"EM","OCC-OFU-009",20,0,"IGB",0.782058777,0.03019782,"2018","OCC-OFU-009_085_2018","OCC-OFU-009_090_2018","MOSP","AMSM","OFU",-14.180607,-169.652024,12.5,0.0386132358437811
"091",2018-07-10,"MOSP","086",9492.6,3916.8,28.01,26.1,"EM","OCC-OFU-009",20,0,"IGB",0.261157184,0.00277762,"2018","OCC-OFU-009_086_2018","OCC-OFU-009_091_2018","MOSP","AMSM","OFU",-14.180607,-169.652024,12.5,0.0106358169339121
"092",2018-07-10,"MOSP","087",9445.1,3803.1,11.22,16.6,"EM","OCC-OFU-009",20,0,"IGB",0.166488137,0.00110572,"2018","OCC-OFU-009_087_2018","OCC-OFU-009_092_2018","MOSP","AMSM","OFU",-14.180607,-169.652024,12.5,0.00664143415815867
"093",2018-07-10,"PGRA","088",3092.4,11405.3,417.8,150,"BR","OCC-OFU-009",21,0,"IGB",1.500239576,0.04165102,"2018","OCC-OFU-009_088_2018","OCC-OFU-009_093_2018","POCS","AMSM","OFU",-14.180607,-169.652024,117.2,0.0277629124483249
"094",2018-07-10,"MOSP","089",2890.6,11444.9,130.06,81,"EM","OCC-OFU-009",21,0,"IGB",0.810179382,0.0129769,"2018","OCC-OFU-009_089_2018","OCC-OFU-009_094_2018","MOSP","AMSM","OFU",-14.180607,-169.652024,12.5,0.0160173170143695
"095",2018-07-10,"MOSP","090",2543.2,11476.7,12.29,13.8,"EM","OCC-OFU-009",21,0,"IGB",0.138245495,0.00121542,"2018","OCC-OFU-009_090_2018","OCC-OFU-009_095_2018","MOSP","AMSM","OFU",-14.180607,-169.652024,12.5,0.00879175122487717
"096",2018-07-10,"MOSP","091",2565.4,11174.3,24.15,23.4,"EM","OCC-OFU-009",21,0,"IGB",0.233500335,0.00239422,"2018","OCC-OFU-009_091_2018","OCC-OFU-009_096_2018","MOSP","AMSM","OFU",-14.180607,-169.652024,12.5,0.0102536041329448
"097",2018-07-10,"MOSP","092",2711.4,11161.4,24.91,25.9,"EM","OCC-OFU-009",21,0,"IGB",0.259098311,0.00246882,"2018","OCC-OFU-009_092_2018","OCC-OFU-009_097_2018","MOSP","AMSM","OFU",-14.180607,-169.652024,12.5,0.00952850672963283
"098",2018-07-10,"MOSP","093",2843.2,11192.2,38.2,39.3,"EM","OCC-OFU-009",21,0,"IGB",0.392875769,0.0038007,"2018","OCC-OFU-009_093_2018","OCC-OFU-009_098_2018","MOSP","AMSM","OFU",-14.180607,-169.652024,12.5,0.00967405042483035
"099",2018-07-10,"ACSP","094",2311.8,11018.8,54.27,31.9,"TB","OCC-OFU-009",21,0,"IGB",0.319382581,0.00539962,"2018","OCC-OFU-009_094_2018","OCC-OFU-009_099_2018","ACSP","AMSM","OFU",-14.180607,-169.652024,24.5,0.0169064323517381
"100",2018-07-10,"ACSP","095",2481.9,8828,25.66,22.2,"CB","OCC-OFU-009",22,0,"IGB",0.221742972,0.00254652,"2018","OCC-OFU-009_095_2018","OCC-OFU-009_100_2018","ACSP","AMSM","OFU",-14.180607,-169.652024,24.5,0.0114841069235782
"101",2018-07-10,"ACSP","096",2808.2,9036.3,103.18,50.3,"CB","OCC-OFU-009",22,0,"IGB",0.503365344,0.01027392,"2018","OCC-OFU-009_096_2018","OCC-OFU-009_101_2018","ACSP","AMSM","OFU",-14.180607,-169.652024,24.5,0.0204104635379904
"102",2018-07-10,"MOSP","097",4953.7,11507.7,39.67,30.5,"EM","OCC-OFU-009",23,0,"IGB",0.304855669,0.00394012,"2018","OCC-OFU-009_097_2018","OCC-OFU-009_102_2018","MOSP","AMSM","OFU",-14.180607,-169.652024,12.5,0.0129245423348188
"103",2018-07-10,"MOSP","098",4865.1,11422.5,75.99,56.1,"EM","OCC-OFU-009",23,0,"IGB",0.56067905,0.00754952,"2018","OCC-OFU-009_098_2018","OCC-OFU-009_103_2018","MOSP","AMSM","OFU",-14.180607,-169.652024,12.5,0.013464958250179
"104",2018-07-10,"ACSP","099",4842.7,11862.9,29.67,22.5,"CB","OCC-OFU-009",23,0,"IGB",0.22501505,0.00294682,"2018","OCC-OFU-009_099_2018","OCC-OFU-009_104_2018","ACSP","AMSM","OFU",-14.180607,-169.652024,24.5,0.01309610179408
"105",2018-07-10,"MOSP","100",5283.1,11787,6.56,10.9,"EM","OCC-OFU-009",23,0,"IGB",0.109274934,0.00064482,"2018","OCC-OFU-009_100_2018","OCC-OFU-009_105_2018","MOSP","AMSM","OFU",-14.180607,-169.652024,12.5,0.00590089580836535
"106",2018-07-10,"MOSP","101",5474.2,11692.3,209.09,88.4,"EM","OCC-OFU-009",23,0,"IGB",0.884058771,0.02083062,"2018","OCC-OFU-009_101_2018","OCC-OFU-009_106_2018","MOSP","AMSM","OFU",-14.180607,-169.652024,12.5,0.0235624832684342
"107",2018-07-10,"MOSP","101",5350.5,11648.7,34.84,29.1,"EM","OCC-OFU-009",23,0,"IGB",0.291399826,0.00345772,"2018","OCC-OFU-009_101_2018","OCC-OFU-009_107_2018","MOSP","AMSM","OFU",-14.180607,-169.652024,12.5,0.0118658958979612
