"","Island","Site","Genus","Site_Genet","TP_ID_STA","Year_STA","TL_Date_STA","TL_Area_STA","TL_Perim_STA","TP_ID_END","Year_END","TL_Date_END","TL_Area_END","TL_Perim_END","TransitionTypeSimple","Interval_Years","l10_Area_STA","l10_Area_END","l10TransitionMagnitude"
"523","SAI","OCC-SAI-012","POSP","OCC-SAI-012_065",2,2017,2017-05-18,5.4,11.6,3,2022,2022-04-22,72.98,68.8,"GROW",4.92813141683778,0.732393759822969,1.86320385902863,1.13081009920566
"524","SAI","OCC-SAI-012","POSP","OCC-SAI-012_068",2,2017,2017-05-18,1.81,5.2,3,2022,2022-04-22,4.43,7.9,"GROW",4.92813141683778,0.257678574869184,0.64640372622307,0.388725151353885
"525","SAI","OCC-SAI-012","POSP","OCC-SAI-012_069",2,2017,2017-05-18,10.59,14.9,3,2022,2022-04-22,47.86,30.6,"GROW",4.92813141683778,1.02489596010748,1.67997269427742,0.655076734169934
"526","SAI","OCC-SAI-012","POSP","OCC-SAI-012_070",2,2017,2017-05-18,82.76,52.8,3,2022,2022-04-22,330.6,112.4,"GROW",4.92813141683778,1.9178204819937,2.51930284923543,0.601482367241732
"527","SAI","OCC-SAI-012","POSP","OCC-SAI-012_071",2,2017,2017-05-18,184.11,74.5,3,2022,2022-04-22,264.15,81.8,"GROW",4.92813141683778,2.26507737800359,2.42185061502296,0.156773237019364
"528","SAI","OCC-SAI-012","POSP","OCC-SAI-012_073",2,2017,2017-05-18,19.87,19.3,3,2022,2022-04-22,58.26,35.5,"GROW",4.92813141683778,1.29819786710982,1.76537048029165,0.467172613181833
"529","SAI","OCC-SAI-012","POSP","OCC-SAI-012_075",2,2017,2017-05-18,71.63,46.8,3,2022,2022-04-22,280.58,114.6,"GROW",4.92813141683778,1.85509495115862,2.44805671088621,0.59296175972759
"530","SAI","OCC-SAI-012","POSP","OCC-SAI-012_076",2,2017,2017-05-18,55.56,40.6,3,2022,2022-04-22,48.48,36.1,"GROW",4.92813141683778,1.74476223706558,1.68556261115823,-0.0591996259073482
"531","SAI","OCC-SAI-012","POSP","OCC-SAI-012_079",2,2017,2017-05-18,9.71,13.1,3,2022,2022-04-22,46.19,31.8,"GROW",4.92813141683778,0.987219229908005,1.66454796224655,0.677328732338542
"532","SAI","OCC-SAI-012","POSP","OCC-SAI-012_082",2,2017,2017-05-18,56.22,41.4,3,2022,2022-04-22,119.17,81,"GROW",4.92813141683778,1.74989084127142,2.07616693934493,0.326276098073511
"533","SAI","OCC-SAI-012","POSP","OCC-SAI-012_096",2,2017,2017-05-18,122.81,65.8,3,2022,2022-04-22,305.54,116.5,"GROW",4.92813141683778,2.0892337313654,2.48506807429087,0.395834342925472
"534","SAI","OCC-SAI-012","POSP","OCC-SAI-012_098",2,2017,2017-05-18,42.63,60.3,3,2022,2022-04-22,169.58,71.2,"GROW",4.92813141683778,1.62971533264713,2.22937463092884,0.599659298281711
"535","SAI","OCC-SAI-012","POSP","OCC-SAI-012_104",2,2017,2017-05-18,66.06,35.1,3,2022,2022-04-22,78.92,52.9,"GROW",4.92813141683778,1.8199385693554,1.89718707658015,0.0772485072247582
"536","SAI","OCC-SAI-012","POSP","OCC-SAI-012_111",2,2017,2017-05-18,124.33,91.4,3,2022,2022-04-22,341.81,221.4,"GROW",4.92813141683778,2.09457593364925,2.53378476429838,0.439208830649132
"537","SAI","OCC-SAI-012","POSP","OCC-SAI-012_115",2,2017,2017-05-18,642.04,210.1,3,2022,2022-04-22,947.1,205.2,"GROW",4.92813141683778,2.80756208607216,2.97639583661188,0.168833750539722
"538","SAI","OCC-SAI-012","POSP","OCC-SAI-012_116",2,2017,2017-05-18,47.44,58,3,2022,2022-04-22,132.83,79.3,"GROW",4.92813141683778,1.67614468035621,2.12329617264531,0.447151492289108
"539","SAI","OCC-SAI-012","POSP","OCC-SAI-012_118",2,2017,2017-05-18,1.16,4.4,3,2022,2022-04-22,23.57,32,"GROW",4.92813141683778,0.0644579892269184,1.37235958252432,1.30790159329741
"540","SAI","OCC-SAI-012","POSP","OCC-SAI-012_124",2,2017,2017-05-18,10.46,13.6,3,2022,2022-04-22,11.03,13.6,"GROW",4.92813141683778,1.01953168453126,1.04257551244019,0.0230438279089351
"541","SAI","OCC-SAI-012","POSP","OCC-SAI-012_128",2,2017,2017-05-18,0.56,3.4,3,2022,2022-04-22,3.23,7.7,"GROW",4.92813141683778,-0.2518119729938,0.509202522331103,0.761014495324902
"542","SAI","OCC-SAI-012","POSP","OCC-SAI-012_129",2,2017,2017-05-18,90.46,39.2,3,2022,2022-04-22,107.45,48.4,"GROW",4.92813141683778,1.9564565834099,2.03120641982746,0.0747498364175625
"543","SAI","OCC-SAI-012","POSP","OCC-SAI-012_067",2,2017,2017-05-18,225.2,78.9,3,2022,2022-04-22,574.16,132.1,"GROW",4.92813141683778,2.35256838617931,2.75903293322426,0.406464547044951
"544","SAI","OCC-SAI-012","ACSP","OCC-SAI-012_149",2,2017,2017-05-18,97.33,53.8,3,2022,2022-04-22,854.35,224.3,"GROW",4.92813141683778,1.98824672337538,2.93163582376746,0.943389100392086
"545","SAI","OCC-SAI-012","ACSP","OCC-SAI-012_186",2,2017,2017-05-18,9.69,12.4,3,2022,2022-04-22,241.71,66.2,"GROW",4.92813141683778,0.986323777050765,2.38329461836371,1.39697084131295
"546","MAU","OCC-MAU-002","POSP","OCC-MAU-002_045",2,2017,2017-06-05,451.81,141.6,3,2022,2022-06-24,477.86,117.3,"GROW",5.05133470225873,2.6549558390163,2.67930067876034,0.0243448397440402
"547","MAU","OCC-MAU-002","POSP","OCC-MAU-002_151",2,2017,2017-06-05,223.89,99.8,3,2022,2022-06-24,336.21,114.9,"GROW",5.05133470225873,2.35003469634006,2.52661062665322,0.176575930313161
"548","MAU","OCC-MAU-002","POSP","OCC-MAU-002_072",2,2017,2017-06-05,2495.01,1697.9,3,2022,2022-06-24,5346.99,1610,"GROW",5.05133470225873,3.39707229061517,3.72810937187874,0.331037081263577
"549","MAU","OCC-MAU-002","POSP","OCC-MAU-002_040",2,2017,2017-06-05,11.81,18.1,3,2022,2022-06-24,42.16,33.5,"GROW",5.05133470225873,1.07224989761351,1.62490060220449,0.552650704590975
"550","MAU","OCC-MAU-002","MOSP","OCC-MAU-002_217",2,2017,2017-06-05,103.64,91.1,3,2022,2022-06-24,400.02,165.6,"GROW",5.05133470225873,2.01552740431379,2.60208170550921,0.58655430119542
"551","MAU","OCC-MAU-002","POSP","OCC-MAU-002_152",2,2017,2017-06-05,5088.02,2273.6,3,2022,2022-06-24,9540.32,1477.1,"GROW",5.05133470225873,3.7065488097694,3.97956294198957,0.273014132220173
"552","MAU","OCC-MAU-002","POSP","OCC-MAU-002_056",2,2017,2017-06-05,542.51,228,3,2022,2022-06-24,972.83,287.1,"GROW",5.05133470225873,2.73440774787502,2.98803695484968,0.253629206974652
"553","MAU","OCC-MAU-002","POSP","OCC-MAU-002_153",2,2017,2017-06-05,15.56,20.4,3,2022,2022-06-24,176.88,53.7,"GROW",5.05133470225873,1.19200959265367,2.24767872957066,1.05566913691699
"554","MAU","OCC-MAU-002","POSP","OCC-MAU-002_052",2,2017,2017-06-05,79.44,46.4,3,2022,2022-06-24,157.66,69.3,"GROW",5.05133470225873,1.90003923548732,2.19772152222687,0.297682286739541
"555","MAU","OCC-MAU-002","POSP","OCC-MAU-002_053",2,2017,2017-06-05,30.33,48.5,3,2022,2022-06-24,161.48,71.1,"GROW",5.05133470225873,1.48187241031066,2.20811874073828,0.726246330427613
"556","MAU","OCC-MAU-002","POCS","OCC-MAU-002_219",2,2017,2017-06-05,2.64,6.4,3,2022,2022-06-24,176.86,66.8,"GROW",5.05133470225873,0.421603926869831,2.24762962067911,1.82602569380928
"557","MAU","OCC-MAU-002","POSP","OCC-MAU-002_154",2,2017,2017-06-05,202.6,153.1,3,2022,2022-06-24,855.85,276.7,"GROW",5.05133470225873,2.30663944102426,2.93239765500346,0.625758213979203
"558","MAU","OCC-MAU-002","POSP","OCC-MAU-002_155",2,2017,2017-06-05,26.96,28.5,3,2022,2022-06-24,214.35,80,"GROW",5.05133470225873,1.43071988786328,2.33112348784665,0.900403599983369
"559","MAU","OCC-MAU-002","POSP","OCC-MAU-002_063",2,2017,2017-06-05,111.11,106.4,3,2022,2022-06-24,300.83,76,"GROW",5.05133470225873,2.04575314759414,2.47832114370415,0.432567996110008
"560","MAU","OCC-MAU-002","POSP","OCC-MAU-002_222",2,2017,2017-06-05,2.63,6.2,3,2022,2022-06-24,12.15,21.8,"GROW",5.05133470225873,0.419955748489758,1.08457627793433,0.664620529444573
"561","MAU","OCC-MAU-002","POSP","OCC-MAU-002_156",2,2017,2017-06-05,61.87,101.5,3,2022,2022-06-24,566.51,290.1,"GROW",5.05133470225873,1.79148011602,2.75320758040681,0.961727464386808
"562","MAU","OCC-MAU-002","POSP","OCC-MAU-002_083",2,2017,2017-06-05,971.59,265.6,3,2022,2022-06-24,1468.28,390,"GROW",5.05133470225873,2.9874830362204,3.16680888314098,0.179325846920576
"563","MAU","OCC-MAU-002","POSP","OCC-MAU-002_103",2,2017,2017-06-05,77.14,39.5,3,2022,2022-06-24,130.64,53.9,"GROW",5.05133470225873,1.88727963453002,2.11607617172861,0.228796537198589
"564","MAU","OCC-MAU-002","POSP","OCC-MAU-002_223",2,2017,2017-06-05,2.68,6.5,3,2022,2022-06-24,9.96,11.8,"GROW",5.05133470225873,0.428134794028789,0.998259338423699,0.57012454439491
"565","MAU","OCC-MAU-002","POSP","OCC-MAU-002_106",2,2017,2017-06-05,2017.27,653.3,3,2022,2022-06-24,2756.6,654.6,"GROW",5.05133470225873,3.30476402992447,3.44037375181636,0.135609721891886
"566","MAU","OCC-MAU-002","POSP","OCC-MAU-002_118",2,2017,2017-06-05,89.55,38.8,3,2022,2022-06-24,136.79,48.5,"GROW",5.05133470225873,1.95206559018505,2.13605434955106,0.183988759366005
"567","MAU","OCC-MAU-002","POSP","OCC-MAU-002_157",2,2017,2017-06-05,4423.24,1295.9,3,2022,2022-06-24,6084.74,1244,"GROW",5.05133470225873,3.64574050433634,3.78424202562644,0.1385015212901
"568","MAU","OCC-MAU-002","POSP","OCC-MAU-002_121",2,2017,2017-06-05,89.15,77.2,3,2022,2022-06-24,179.9,102.9,"GROW",5.05133470225873,1.95012134751137,2.25503116334555,0.304909815834178
"569","MAU","OCC-MAU-002","POSP","OCC-MAU-002_128",2,2017,2017-06-05,1291.23,473.3,3,2022,2022-06-24,1548.1,469.6,"GROW",5.05133470225873,3.11100360774595,3.18979901063983,0.0787954028938773
"570","MAU","OCC-MAU-002","POSP","OCC-MAU-002_129",2,2017,2017-06-05,24.45,24.7,3,2022,2022-06-24,45.58,46.2,"GROW",5.05133470225873,1.38827886345964,1.65877432084436,0.270495457384718
"571","MAU","OCC-MAU-002","POSP","OCC-MAU-002_117",2,2017,2017-06-05,106.29,65.7,3,2022,2022-06-24,354.17,109.5,"GROW",5.05133470225873,2.02649240705284,2.54921177146093,0.522719364408089
"572","MAU","OCC-MAU-002","POSP","OCC-MAU-002_135",2,2017,2017-06-05,61.98,41.2,3,2022,2022-06-24,66.47,42,"GROW",5.05133470225873,1.79225157190326,1.82262567877414,0.0303741068708767
"573","MAU","OCC-MAU-002","POSP","OCC-MAU-002_139",2,2017,2017-06-05,364.29,217.8,3,2022,2022-06-24,690.4,254.4,"GROW",5.05133470225873,2.56144724973649,2.83910078270715,0.277653532970664
"574","MAU","OCC-MAU-002","POSP","OCC-MAU-002_138",2,2017,2017-06-05,15.41,15.7,3,2022,2022-06-24,87.79,36.7,"GROW",5.05133470225873,1.18780263871842,1.94344504902503,0.755642410306611
"575","MAU","OCC-MAU-002","POSP","OCC-MAU-002_143",2,2017,2017-06-05,21.63,20.4,3,2022,2022-06-24,46.73,38.1,"GROW",5.05133470225873,1.33505651943909,1.66959578102431,0.334539261585222
"576","MAU","OCC-MAU-002","POSP","OCC-MAU-002_170",2,2017,2017-06-05,141.63,125.3,3,2022,2022-06-24,179.67,83.2,"GROW",5.05133470225873,2.15115525515092,2.25447556780387,0.103320312652954
"577","MAU","OCC-MAU-002","POCS","OCC-MAU-002_229",2,2017,2017-06-05,4.46,8.6,3,2022,2022-06-24,189.82,67.2,"GROW",5.05133470225873,0.649334858712142,2.27834196906091,1.62900711034877
"578","MAU","OCC-MAU-002","POCS","OCC-MAU-002_230",2,2017,2017-06-05,6.69,14.3,3,2022,2022-06-24,195.36,80,"GROW",5.05133470225873,0.825426117767823,2.29083564660081,1.46540952883298
"579","MAU","OCC-MAU-002","POCS","OCC-MAU-002_231",2,2017,2017-06-05,2.07,6.4,3,2022,2022-06-24,49.87,33.5,"GROW",5.05133470225873,0.315970345456918,1.69783936821836,1.38186902276145
"580","MAU","OCC-MAU-002","POSP","OCC-MAU-002_171",2,2017,2017-06-05,608.98,431.2,3,2022,2022-06-24,1030.66,236.6,"GROW",5.05133470225873,2.78460302985411,3.01311542136824,0.228512391514127
"581","MAU","OCC-MAU-002","POSP","OCC-MAU-002_172",2,2017,2017-06-05,9795.99,3317.4,3,2022,2022-06-24,15166.16,2578.3,"GROW",5.05133470225873,3.99104833311386,4.18087563339593,0.189827300282071
"582","MAU","OCC-MAU-002","POSP","OCC-MAU-002_182",2,2017,2017-06-05,1104.1,314.5,3,2022,2022-06-24,1397.14,383.4,"GROW",5.05133470225873,3.04300840987995,3.14523992664466,0.10223151676471
"583","MAU","OCC-MAU-002","POSP","OCC-MAU-002_232",2,2017,2017-06-05,28.71,30.3,3,2022,2022-06-24,28.92,28.2,"GROW",5.05133470225873,1.45803319249651,1.46119828862249,0.00316509612598725
"584","MAU","OCC-MAU-002","POSP","OCC-MAU-002_174",2,2017,2017-06-05,447.66,354.1,3,2022,2022-06-24,1091.29,296.1,"GROW",5.05133470225873,2.65094829037324,3.03794017557814,0.386991885204898
"585","MAU","OCC-MAU-002","POSP","OCC-MAU-002_175",2,2017,2017-06-05,641.44,206.7,3,2022,2022-06-24,1437.23,240.1,"GROW",5.05133470225873,2.80715603890645,3.15752627386693,0.35037023496048
"586","MAU","OCC-MAU-002","POSP","OCC-MAU-002_190",2,2017,2017-06-05,13956.71,5176.6,3,2022,2022-06-24,14275.64,5524.8,"GROW",5.05133470225873,4.14478305458798,4.15459558747746,0.00981253288948114
"587","MAU","OCC-MAU-002","POSP","OCC-MAU-002_191",2,2017,2017-06-05,43.59,29.6,3,2022,2022-06-24,70.17,46.3,"GROW",5.05133470225873,1.63938686901768,1.84615147652882,0.206764607511131
"588","MAU","OCC-MAU-002","POSP","OCC-MAU-002_233",2,2017,2017-06-05,65.62,40.4,3,2022,2022-06-24,101.48,41.2,"GROW",5.05133470225873,1.81703622605003,2.00638045854969,0.189344232499664
"589","MAU","OCC-MAU-002","POSP","OCC-MAU-002_158",2,2017,2017-06-05,8.29,11.2,3,2022,2022-06-24,6.18,19.1,"GROW",5.05133470225873,0.918554530550273,0.790988475088816,-0.127566055461458
"590","MAU","OCC-MAU-002","ACSP","OCC-MAU-002_235",2,2017,2017-06-05,23.51,19.7,3,2022,2022-06-24,162.21,56.1,"GROW",5.05133470225873,1.37125262912494,2.21007762429529,0.838824995170348
"591","MAU","OCC-MAU-002","ACSP","OCC-MAU-002_236",2,2017,2017-06-05,15.59,19.3,3,2022,2022-06-24,160.72,64.6,"GROW",5.05133470225873,1.19284611518884,2.20606992374019,1.01322380855135
"592","MAU","OCC-MAU-002","ACSP","OCC-MAU-002_237",2,2017,2017-06-05,29.65,24.5,3,2022,2022-06-24,242.08,77.2,"GROW",5.05133470225873,1.47202469770028,2.38395891067911,0.91193421297883
"593","MAU","OCC-MAU-002","ACSP","OCC-MAU-002_238",2,2017,2017-06-05,35.17,24.2,3,2022,2022-06-24,251.93,66.1,"GROW",5.05133470225873,1.54617236831694,2.40127988666717,0.855107518350225
"594","MAU","OCC-MAU-002","ACSP","OCC-MAU-002_234",2,2017,2017-06-05,6.87,11,3,2022,2022-06-24,62.19,34.5,"GROW",5.05133470225873,0.83695673705955,1.79372055681352,0.956763819753973
"595","MAU","OCC-MAU-019","POCS","OCC-MAU-019_157",2,2017,2017-06-13,38.78,31.2,3,2022,2022-06-26,1.04,4.2,"GROW",5.03490759753593,1.58860780474269,0.0170333392987804,-1.57157446544391
"596","MAU","OCC-MAU-019","POSP","OCC-MAU-019_053",2,2017,2017-06-13,6709.05,4795.5,3,2022,2022-06-26,10604.36,3879,"GROW",5.03490759753593,3.82666102851966,4.0254844628709,0.198823434351244
"597","MAU","OCC-MAU-019","ACSP","OCC-MAU-019_158",2,2017,2017-06-13,31.5,27.7,3,2022,2022-06-26,43.78,38.3,"GROW",5.03490759753593,1.4983105537896,1.64127575723191,0.142965203442313
"598","MAU","OCC-MAU-019","POSP","OCC-MAU-019_159",2,2017,2017-06-13,9.62,15.2,3,2022,2022-06-26,26.31,21.9,"GROW",5.03490759753593,0.983175072037813,1.4201208480857,0.43694577604789
"599","MAU","OCC-MAU-019","POSP","OCC-MAU-019_108",2,2017,2017-06-13,4251.87,566.1,3,2022,2022-06-26,5175.17,587.5,"GROW",5.03490759753593,3.62857997759497,3.71392462057326,0.0853446429782907
"600","MAU","OCC-MAU-019","POSP","OCC-MAU-019_093",2,2017,2017-06-13,16568.02,1587.7,3,2022,2022-06-26,17234.23,1541.4,"GROW",5.03490759753593,4.21927061014206,4.23639188453994,0.0171212743978826
"601","MAU","OCC-MAU-019","POSP","OCC-MAU-019_092",2,2017,2017-06-13,718.96,169.3,3,2022,2022-06-26,967.77,171.5,"GROW",5.03490759753593,2.85670472868258,2.98577215524275,0.129067426560164
"602","MAU","OCC-MAU-019","ACSP","OCC-MAU-019_160",2,2017,2017-06-13,150.89,97.1,3,2022,2022-06-26,6.59,11.3,"GROW",5.03490759753593,2.17866045853817,0.81888541459401,-1.35977504394416
"603","MAU","OCC-MAU-019","ACSP","OCC-MAU-019_161",2,2017,2017-06-13,13.16,16.3,3,2022,2022-06-26,31.51,25.6,"GROW",5.03490759753593,1.11925588927794,1.498448403174,0.379192513896063
"604","MAU","OCC-MAU-019","POCS","OCC-MAU-019_165",2,2017,2017-06-13,12.28,16.2,3,2022,2022-06-26,80.1,43.4,"GROW",5.03490759753593,1.08919836680515,1.90363251608424,0.814434149279089
"605","MAU","OCC-MAU-019","POSP","OCC-MAU-019_059",2,2017,2017-06-13,35.17,34.6,3,2022,2022-06-26,86.78,40.3,"GROW",5.03490759753593,1.54617236831694,1.93841964579319,0.39224727747625
"606","MAU","OCC-MAU-019","POSP","OCC-MAU-019_058",2,2017,2017-06-13,17.57,23.3,3,2022,2022-06-26,8.15,16,"GROW",5.03490759753593,1.24477176149529,0.911157608739977,-0.333614152755318
"607","MAU","OCC-MAU-019","POSP","OCC-MAU-019_110",2,2017,2017-06-13,239.75,83.1,3,2022,2022-06-26,346.63,149.5,"GROW",5.03490759753593,2.3797586158427,2.53986614715641,0.160107531313713
"608","MAU","OCC-MAU-019","POSP","OCC-MAU-019_089",2,2017,2017-06-13,6438.63,472.9,3,2022,2022-06-26,7768.15,637.5,"GROW",5.03490759753593,3.8087934687984,3.89031760304095,0.0815241342425495
"609","MAU","OCC-MAU-019","POSP","OCC-MAU-019_109",2,2017,2017-06-13,21652.94,1273.3,3,2022,2022-06-26,21614.62,1147.5,"GROW",5.03490759753593,4.33551687247184,4.3347476047388,-0.000769267733044643
"610","PAG","OCC-PAG-006","POSP","OCC-PAG-006_025",2,2017,2017-05-31,13.88,19.2,3,2022,2022-08-06,18.8,36.6,"GROW",5.18275154004107,1.14238946611884,1.27415784926368,0.131768383144844
"611","PAG","OCC-PAG-006","POSP","OCC-PAG-006_026",2,2017,2017-05-31,20.73,41.2,3,2022,2022-08-06,12.13,34.9,"GROW",5.18275154004107,1.31659930209386,1.08386080086657,-0.232738501227288
"612","PAG","OCC-PAG-006","POSP","OCC-PAG-006_027",2,2017,2017-05-31,53.67,59,3,2022,2022-08-06,66.29,100.7,"GROW",5.18275154004107,1.72973159528704,1.82144801901753,0.091716423730495
"613","PAG","OCC-PAG-006","POSP","OCC-PAG-006_028",2,2017,2017-05-31,10.29,13.7,3,2022,2022-08-06,15.08,21.3,"GROW",5.18275154004107,1.01241537476243,1.17840134153376,0.165985966771322
"614","PAG","OCC-PAG-006","POSP","OCC-PAG-006_030",2,2017,2017-05-31,7.55,18.1,3,2022,2022-08-06,31.57,44.4,"GROW",5.18275154004107,0.877946951629188,1.49927458189222,0.621327630263029
"615","PAG","OCC-PAG-006","POSP","OCC-PAG-006_031",2,2017,2017-05-31,5.61,9.8,3,2022,2022-08-06,2.18,5.7,"GROW",5.18275154004107,0.748962861256161,0.338456493604605,-0.410506367651557
"616","PAG","OCC-PAG-006","POSP","OCC-PAG-006_032",2,2017,2017-05-31,19.55,27.9,3,2022,2022-08-06,9.99,18.2,"GROW",5.18275154004107,1.29114676173189,0.999565488225982,-0.291581273505903
"617","PAG","OCC-PAG-006","POSP","OCC-PAG-006_034",2,2017,2017-05-31,57.28,43.3,3,2022,2022-08-06,111.56,47.1,"GROW",5.18275154004107,1.7580030092998,2.04750850559401,0.289505496294213
"618","PAG","OCC-PAG-006","MOSP","OCC-PAG-006_035",2,2017,2017-05-31,19.93,29.9,3,2022,2022-08-06,43.18,51.2,"GROW",5.18275154004107,1.29950729870049,1.63528263799821,0.335775339297724
"619","PAG","OCC-PAG-006","POSP","OCC-PAG-006_038",2,2017,2017-05-31,29.75,27.8,3,2022,2022-08-06,61.97,44.3,"GROW",5.18275154004107,1.47348697006457,1.79218149614968,0.31869452608511
"620","PAG","OCC-PAG-006","POSP","OCC-PAG-006_037",2,2017,2017-05-31,43.08,35.6,3,2022,2022-08-06,104.5,93.3,"GROW",5.18275154004107,1.63427569462594,2.01911629044707,0.384840595821129
"621","PAG","OCC-PAG-006","POSP","OCC-PAG-006_039",2,2017,2017-05-31,4.55,10.5,3,2022,2022-08-06,4.92,9.1,"GROW",5.18275154004107,0.658011396657112,0.69196510276736,0.0339537061102479
"622","PAG","OCC-PAG-006","POSP","OCC-PAG-006_041",2,2017,2017-05-31,7.26,17.1,3,2022,2022-08-06,20.95,21.9,"GROW",5.18275154004107,0.860936620700094,1.32118402730231,0.46024740660222
"623","PAG","OCC-PAG-006","POSP","OCC-PAG-006_042",2,2017,2017-05-31,63.73,51.8,3,2022,2022-08-06,64.29,57.6,"GROW",5.18275154004107,1.80434391847987,1.80814342576149,0.00379950728162548
"624","PAG","OCC-PAG-006","POSP","OCC-PAG-006_043",2,2017,2017-05-31,20.04,18.2,3,2022,2022-08-06,11.82,27.8,"GROW",5.18275154004107,1.30189771719521,1.07261747654524,-0.229280240649972
"625","PAG","OCC-PAG-006","POSP","OCC-PAG-006_045",2,2017,2017-05-31,2.46,6.2,3,2022,2022-08-06,45.12,28.5,"GROW",5.18275154004107,0.390935107103379,1.65436909097529,1.26343398387191
"626","PAG","OCC-PAG-006","POSP","OCC-PAG-006_049",2,2017,2017-05-31,5.74,11.4,3,2022,2022-08-06,34.56,28.3,"GROW",5.18275154004107,0.758911892397974,1.53857373380686,0.779661841408882
"627","PAG","OCC-PAG-006","POSP","OCC-PAG-006_051",2,2017,2017-05-31,20.4,19.1,3,2022,2022-08-06,74.91,40,"GROW",5.18275154004107,1.3096301674259,1.87453979707101,0.564909629645111
"628","PAG","OCC-PAG-006","POSP","OCC-PAG-006_053",2,2017,2017-05-31,11.67,14.2,3,2022,2022-08-06,20.81,42.4,"GROW",5.18275154004107,1.06707085604537,1.31827208021163,0.251201224166257
"629","PAG","OCC-PAG-006","POSP","OCC-PAG-006_054",2,2017,2017-05-31,5.25,14.1,3,2022,2022-08-06,18.2,37.1,"GROW",5.18275154004107,0.720159303405957,1.26007138798507,0.539912084579118
"630","PAG","OCC-PAG-006","POSP","OCC-PAG-006_060",2,2017,2017-05-31,38.51,39.3,3,2022,2022-08-06,54.84,47.1,"GROW",5.18275154004107,1.58557351862273,1.73909744611748,0.153523927494744
"631","PAG","OCC-PAG-006","POSP","OCC-PAG-006_061",2,2017,2017-05-31,2.44,6.4,3,2022,2022-08-06,8.69,16.6,"GROW",5.18275154004107,0.387389826338729,0.939019776448666,0.551629950109937
"632","PAG","OCC-PAG-006","POSP","OCC-PAG-006_062",2,2017,2017-05-31,8.48,13.3,3,2022,2022-08-06,8.76,12.6,"GROW",5.18275154004107,0.928395852256714,0.942504106168081,0.0141082539113668
"633","PAG","OCC-PAG-006","POSP","OCC-PAG-006_064",2,2017,2017-05-31,13.9,19.7,3,2022,2022-08-06,36.53,24.9,"GROW",5.18275154004107,1.1430148002541,1.56264967221192,0.419634871957822
"634","PAG","OCC-PAG-006","ACSP","OCC-PAG-006_075",2,2017,2017-05-31,91.02,51.8,3,2022,2022-08-06,36.57,28.9,"GROW",5.18275154004107,1.95913683117037,1.56312496033804,-0.39601187083233
"635","PAG","OCC-PAG-006","POSP","OCC-PAG-006_076",2,2017,2017-05-31,75.71,48.8,3,2022,2022-08-06,49.33,60.3,"GROW",5.18275154004107,1.87915324618425,1.69311111546214,-0.186042130722105
"636","PAG","OCC-PAG-006","POSP","OCC-PAG-006_077",2,2017,2017-05-31,13.92,14.8,3,2022,2022-08-06,12.83,17.6,"GROW",5.18275154004107,1.14363923527454,1.10822665637493,-0.0354125788996147
"637","PAG","OCC-PAG-006","POSP","OCC-PAG-006_078",2,2017,2017-05-31,14.49,24.1,3,2022,2022-08-06,31.66,50.4,"GROW",5.18275154004107,1.16106838547117,1.50051091052634,0.339442525055162
"638","PAG","OCC-PAG-006","POSP","OCC-PAG-006_086",2,2017,2017-05-31,7.15,11.2,3,2022,2022-08-06,12.31,14.1,"GROW",5.18275154004107,0.854306041801081,1.09025805293132,0.235952011130236
"639","PAG","OCC-PAG-006","POSP","OCC-PAG-006_088",2,2017,2017-05-31,11.38,25.1,3,2022,2022-08-06,48.5,38.9,"GROW",5.18275154004107,1.05614226205905,1.68574173860226,0.629599476543211
"640","PAG","OCC-PAG-006","POSP","OCC-PAG-006_089",2,2017,2017-05-31,15.58,21.7,3,2022,2022-08-06,31.64,28.8,"GROW",5.18275154004107,1.19256745333655,1.50023647482564,0.307669021489093
"641","PAG","OCC-PAG-006","POSP","OCC-PAG-006_090",2,2017,2017-05-31,3.71,8.4,3,2022,2022-08-06,10.11,13.7,"GROW",5.18275154004107,0.569373909615046,1.004751155591,0.435377245975955
"642","PAG","OCC-PAG-006","POSP","OCC-PAG-006_091",2,2017,2017-05-31,4.56,12.3,3,2022,2022-08-06,23.22,27.4,"GROW",5.18275154004107,0.658964842664435,1.36586221540256,0.70689737273812
"643","PAG","OCC-PAG-006","POSP","OCC-PAG-006_097",2,2017,2017-05-31,7.75,13,3,2022,2022-08-06,29.58,31.9,"GROW",5.18275154004107,0.88930170250631,1.47099816966087,0.581696467154563
"644","PAG","OCC-PAG-006","POSP","OCC-PAG-006_096",2,2017,2017-05-31,52.43,66.2,3,2022,2022-08-06,44.64,54.8,"GROW",5.18275154004107,1.71957985771372,1.64972418592952,-0.0698556717842009
"645","PAG","OCC-PAG-006","POSP","OCC-PAG-006_092",2,2017,2017-05-31,11.81,16.9,3,2022,2022-08-06,1.64,5.3,"GROW",5.18275154004107,1.07224989761351,0.214843848047698,-0.857406049565817
"646","PAG","OCC-PAG-006","POSP","OCC-PAG-006_093",2,2017,2017-05-31,68.04,74.7,3,2022,2022-08-06,13.32,35.2,"GROW",5.18275154004107,1.83276430494053,1.12450422483428,-0.708260080106249
"647","PAG","OCC-PAG-006","POSP","OCC-PAG-006_094",2,2017,2017-05-31,12.25,16.4,3,2022,2022-08-06,6.67,10.8,"GROW",5.18275154004107,1.08813608870055,0.824125833916549,-0.264010254784002
